seqnames	start	end	width	strand	Conc	Conc_fTBTw1	Conc_mDMSOw1	Fold	p.value	FDR
199	chr17	34633323	34633723	401	*	5.39946351163875	4.45850047222637	6.11212084698916	-1.03680689612282	0.000128154252805284	0.00881795342801313
200	chr7	3203984	3204384	401	*	2.7622403119433	3.5695952340009	0	0.829496696034745	0.000128391867035718	0.00881795342801313
201	chr7	41633081	41633481	401	*	5.03551095374799	5.63777779749419	3.34212306733231	1.13643296531584	0.000129533309532343	0.00883654894969079
202	chrX	160135984	160136384	401	*	3.85665150807394	4.56172531883063	1.2100507719901	1.01158060343118	0.000129949249260159	0.00883654894969079
203	chr7	118965058	118965458	401	*	3.60871865672771	1.91664408400644	4.55034426922902	-1.13317349362754	0.000135769918903022	0.00918687490665967
204	chrX	152327366	152327766	401	*	4.25402814107504	4.9615674787766	1.5734430263942	1.09584470953879	0.000136606042342923	0.00919814018442348
205	chr16	64851650	64852050	401	*	5.72747899442474	6.28976866304432	4.27154436415882	1.09984812482528	0.000142892606966056	0.00950323533800659
206	chr17	11153420	11153820	401	*	5.89683780037103	4.91873440177829	6.62495084430515	-1.04959159538747	0.000143147179107921	0.00950323533800659
207	chr1	13074590	13074990	401	*	4.27615313997992	4.94997491078297	1.99879741677798	1.09861350642592	0.000143212704933559	0.00950323533800659
208	chr3	83980350	83980750	401	*	3.95769589722056	4.69646521446288	0.751214613413291	1.02050557632164	0.000149313882792092	0.00986045910592393
209	chr3	35520295	35520695	401	*	4.8441730852226	3.64177653221082	5.65476390660301	-1.09171236639035	0.000153328162303738	0.0100593662540429
210	chrX	150813011	150813411	401	*	4.11040353781118	4.77271603227671	1.94666278452103	1.11875524655017	0.000153790544070253	0.0100593662540429
211	chr5	65747044	65747444	401	*	3.55316794736307	4.33981794417912	0	0.833039817448027	0.000157692502177307	0.0102184981786829
212	chr5	125183087	125183487	401	*	4.25618865421078	3.05017976803373	5.06797081094888	-1.09778984629547	0.000158135123077568	0.0102184981786829
213	chr19	11965333	11965733	401	*	5.69070115603393	6.25163032483017	4.24209266820001	1.09248385128885	0.000159464703044332	0.0102184981786829
214	chrX	162832100	162832500	401	*	4.11978161566188	4.8032431205924	1.73907568086818	1.05284439949769	0.000160095562494389	0.0102184981786829
215	chr1	22490344	22490744	401	*	4.02056010685094	2.54737000808481	4.9104904901312	-1.11521826301155	0.000160661970391349	0.0102184981786829
216	chrX	135885722	135886122	401	*	4.14378095588903	4.8040952923697	1.99879741677798	1.10199715383442	0.000160686925349119	0.0102184981786829
217	chrX	134585386	134585786	401	*	3.40358013060158	4.16459271328581	0	0.958430893953216	0.000163533729198999	0.0103190790386933
218	chr10	59977260	59977660	401	*	3.96424401642236	2.46647702462997	4.8604760281485	-1.11368484563265	0.00016377105637996	0.0103190790386933
219	chr13	97171358	97171758	401	*	4.6471742702508	3.346840284062	5.48871035318196	-1.10104807876489	0.000164946020733416	0.0103456554374164
220	chr10	34019486	34019886	401	*	4.97415304883518	5.58875014713492	3.19733444426761	1.10510099133868	0.000171066671562761	0.0106807809117549
221	chr8	10485691	10486091	401	*	6.04291082881637	5.18876693252418	6.71713824685747	-0.989615005076818	0.00017472846153239	0.0108600459167824
222	chr6	21949272	21949672	401	*	4.73798717484696	5.37132724498341	2.82276259413814	1.10801980784206	0.000179557914572719	0.0111099437593283
223	chr8	72160921	72161321	401	*	5.10944921704944	5.70863322313761	3.43608158365016	1.10546846044821	0.000181026162417786	0.0111505621837251
224	chr2	3512708	3513108	401	*	5.71363178536712	6.28197544818645	4.22455218832187	1.09353507610759	0.000186216530283644	0.0114190636606078
225	chr17	17004819	17005219	401	*	5.23690862068242	5.7888009462783	3.83587167382742	1.09039234358371	0.000188903083025289	0.0115323233263794
226	chr9	20651733	20652133	401	*	6.22299084715353	6.77698447553715	4.81105775261009	1.07448304795329	0.000190145147091831	0.0115567864621832
227	chr8	4249065	4249465	401	*	3.93322440607828	4.6382885841879	1.28675477454811	1.04802284178763	0.0001910928647855	0.0115632228664918
228	chrX	97377091	97377491	401	*	3.55927231988	4.31848823620337	0	0.930510173313674	0.000192429434403596	0.0115691140151037
229	chr9	43162376	43162776	401	*	5.34844792431936	4.34973211733205	6.0848995210401	-1.03254783989416	0.000194832015931565	0.0115691140151037
230	chr3	51156916	51157316	401	*	3.67286956237946	4.42966988601382	0.0352782594676251	0.904598818355349	0.0001953071116013	0.0115691140151037
231	chrX	73914871	73915271	401	*	4.44945667891726	5.07873106063543	2.56556001935321	1.08973918236161	0.000195672180715543	0.0115691140151037
232	chr13	12258028	12258428	401	*	4.83195114623477	5.41598521153566	3.25254674567764	1.09479644274087	0.00019577093664641	0.0115691140151037
233	chr17	17234565	17234965	401	*	5.48568064786923	6.07237173129739	3.89030293018847	1.08912937164772	0.000196830686030345	0.0115691140151037
234	chr15	39081207	39081607	401	*	3.95851691048733	2.36110604327986	4.87896823350978	-1.09638730361684	0.000197085955120432	0.0115691140151037
235	chrX	151803039	151803439	401	*	4.43371569050876	5.08572241053168	2.36394201000541	1.09680998481072	0.000199432264646779	0.0116570280305879
236	chr4	124480126	124480526	401	*	4.62804128539272	3.43212479446131	5.43648503204072	-1.08540093610405	0.000200964917001122	0.0116885994196256
237	chr15	84064983	84065383	401	*	4.33188067142196	3.07849368238599	5.15892757392258	-1.0799349804145	0.000202061130331411	0.0116885994196256
238	chr10	81304600	81305000	401	*	3.7393262978565	2.12997318859174	4.66254367018297	-1.09643363982147	0.00020252523746876	0.0116885994196256
239	chr15	63635542	63635942	401	*	5.77567853989881	4.82229608648737	6.4935669983406	-1.01767329166208	0.000204479307590306	0.0116976042147367
240	chr16	84246383	84246783	401	*	3.72149164990577	2.33722813739286	4.58745266990535	-1.09331818479673	0.000205181514121136	0.0116976042147367
241	chr1	139170449	139170849	401	*	4.85125630860254	3.70019303966437	5.64447996457113	-1.06432914191282	0.000206435194889669	0.0116976042147367
242	chr2	33975990	33976390	401	*	5.63905380433863	4.75634169100931	6.32629738043482	-0.982019474363701	0.000206705708860083	0.0116976042147367
243	chr14	48101074	48101474	401	*	4.56137785826122	3.37279256058475	5.3673769775164	-1.06090382401805	0.000206939270834379	0.0116976042147367
244	chr12	56296776	56297176	401	*	5.3967329646345	4.24667905529514	6.18960675555273	-1.06805580749224	0.000211770923634029	0.0119216615042501
245	chr9	3439522	3439922	401	*	3.93130657383772	4.64153257327379	1.21268538523035	1.03289826068039	0.000213385635648851	0.0119465061956989
246	chrX	13846397	13846797	401	*	4.62399274798087	5.18188950443459	3.19155632034643	1.08699207393239	0.000213951698030135	0.0119465061956989
247	chr4	65252182	65252582	401	*	3.75323423873588	4.45040950820862	1.2100507719901	0.970573717982957	0.000217145353818815	0.0120536209424225
248	chr4	47093423	47093823	401	*	4.7049704036023	3.2069013549097	5.60127902877382	-1.09064215329749	0.000217625072344261	0.0120536209424225
249	chr7	118204451	118204851	401	*	3.98093263365686	2.31839094040946	4.91613371962329	-1.08540507954691	0.000222131550423115	0.0121985848186707
250	chr7	25680642	25681042	401	*	4.00388078012303	4.65463476532441	1.94507931582456	1.06459658591964	0.000222300695137478	0.0121985848186707
251	chrX	7878003	7878403	401	*	3.7946609007442	4.49487059443325	1.21268538523035	1.04710455539557	0.000223622350827933	0.0121985848186707
252	chr11	98735364	98735764	401	*	3.99369522656045	2.33722813739286	4.92755486172569	-1.0852401748952	0.000223794654506771	0.0121985848186707
253	chr7	42692629	42693029	401	*	3.94064106756679	4.6346141905259	1.43720844843767	1.05835129569345	0.000225303282763573	0.0122322762531242
254	chrX	7306675	7307075	401	*	5.49076072370221	4.51049611737968	6.21975594290733	-1.02579511521585	0.000227433267804737	0.0122680125185357
255	chr15	3580772	3581172	401	*	4.0348283489631	2.59368595699438	4.91633576128646	-1.08367425083222	0.000228311432492662	0.0122680125185357
256	chr8	118847045	118847445	401	*	3.98230286176879	2.53382440182824	4.86575930044656	-1.08483424510976	0.000230347320253713	0.0122680125185357
257	chr13	22042942	22043342	401	*	4.49399745118184	5.10926966609459	2.71244712691593	1.0810700383651	0.000230434931709433	0.0122680125185357
258	chr18	57834282	57834682	401	*	4.16711485878194	2.85873353296471	5.01107335693295	-1.07037756365098	0.000231282286314693	0.0122680125185357
259	chr7	41560699	41561099	401	*	4.0436812692937	4.74082981426255	1.50083449925078	1.04133293130245	0.000231996481483906	0.0122680125185357
260	chrX	15322475	15322875	401	*	4.29549075994567	4.96257888953934	2.08579699997193	1.07251109610994	0.000232295030913821	0.0122680125185357
261	chr6	70844166	70844566	401	*	5.91912360747628	6.47864802563563	4.4780335216517	1.06690352820111	0.000233965107465619	0.0122680125185357
262	chr1	106283499	106283899	401	*	5.42043210948097	4.35587648375171	6.18243227733658	-1.03996120267792	0.000233999656366944	0.0122680125185357
263	chrX	71214727	71215127	401	*	4.59615714418492	5.23302086315305	2.65314619536688	1.0780184977976	0.000235622393601666	0.0123061186255228
264	chr6	30300425	30300825	401	*	3.8518270655821	4.54396558032688	1.37064636430503	1.0540863089073	0.00024030931754081	0.0124581246416619
265	chr15	25773792	25774192	401	*	3.88439410682469	4.59129546985442	1.21268538523035	1.02365182952178	0.000240346755244643	0.0124581246416619
266	chr13	13911372	13911772	401	*	3.58945761850881	4.32882457628531	0.370646364305031	0.964859174735948	0.000241481943847918	0.0124699097018609
267	chrX	159568836	159569236	401	*	3.25308950041352	4.03490969088722	0	0.822135362342713	0.000245556282898327	0.0126202891563552
268	chr2	84678047	84678447	401	*	5.37582925280676	5.94873321155066	3.86117509880435	1.07055637409541	0.000246231617203203	0.0126202891563552
269	chr4	106087201	106087601	401	*	4.46865195955868	3.05028040596994	5.3440290293783	-1.07473670069057	0.000251738890083811	0.0128545925434618
270	chr8	92059740	92060140	401	*	5.84210614018481	4.88787684149587	6.560348970574	-1.01142460244231	0.000253173809295536	0.0128799831277166
271	chrX	122397227	122397627	401	*	4.63057766152937	5.27432920183699	2.63144944534203	1.07543390579406	0.000255411107157954	0.0129017042096224
272	chr6	124994054	124994454	401	*	4.00083417496458	2.63816084369255	4.86068601609833	-1.07135797614471	0.000255479291279652	0.0129017042096224
273	chr16	58408187	58408587	401	*	5.94423533942045	6.47116819460087	4.66559253895574	1.03477066986482	0.00026082835729966	0.0130963899673102
274	chr7	25268001	25268401	401	*	5.51289837194504	6.10032561122917	3.91305835238964	1.07299567922343	0.000261241325789385	0.0130963899673102
275	chr1	118647990	118648390	401	*	3.50443323450976	4.23956794004895	0.370646364305031	0.963432615634215	0.000262276479665924	0.0131004717261496
276	chrX	20617452	20617852	401	*	3.88424686636806	4.59660849024487	1.13460641618662	1.0076905761346	0.000269218187334683	0.0133984819609754
277	chr15	62262672	62263072	401	*	4.29989761651866	2.95779906050668	5.15381719768861	-1.0612066680996	0.000277409102254913	0.0136947676146473
278	chr6	77607622	77608022	401	*	5.02636295007959	3.83110009041794	5.83458941155419	-1.04836420916598	0.000278035491047573	0.0136947676146473
279	chr7	13014248	13014648	401	*	4.1889960667267	4.84934469080455	2.04369292681394	1.05886758922001	0.000278162504694714	0.0136947676146473
280	chr14	99340024	99340424	401	*	3.66799972127635	4.41724728768372	0.227534218861298	0.929960271856124	0.000280484893799997	0.0137101313451536
281	chrX	99427877	99428277	401	*	5.68847718505349	4.70269069204871	6.41971793423653	-1.01884470759334	0.000280512280527401	0.0137101313451536
282	chr9	9081869	9082269	401	*	4.44621099502817	3.23714331070149	5.25899883736999	-1.0449594469567	0.000282246487814308	0.0137101313451536
283	chr11	94242736	94243136	401	*	5.9829621902357	5.10097052113655	6.66988210374037	-0.97989219820697	0.000282562553528023	0.0137101313451536
284	chr6	48464509	48464909	401	*	4.17151130918478	2.65149111084798	5.07333418466949	-1.06689220193564	0.000283465150118202	0.0137101313451536
285	chr17	49171507	49171907	401	*	4.67231597931053	3.41881863343387	5.49939767090715	-1.0488712472272	0.00028585845240735	0.0137773743939205
286	chr6	8259063	8259463	401	*	4.95898704432601	5.56583564628358	3.23524046504506	1.05984455490485	0.000291976310392947	0.0140230300683829
287	chr3	41742348	41742748	401	*	4.850243128508	5.41449143139526	3.38368344235636	1.04248077523979	0.000295186034188413	0.0141277887303555
288	chr7	28392653	28393053	401	*	4.15202721369992	4.84829411814422	1.62024076018878	1.00643399035317	0.000300760590836881	0.0143446092907479
289	chr7	111224618	111225018	401	*	5.64025043134293	4.69391441493301	6.35517875061281	-0.996349008420696	0.000301944268809626	0.0143512334822458
290	chr7	113959619	113960019	401	*	4.75746010460417	3.79108964211405	5.48075127455984	-1.00533297096177	0.000308494787526674	0.0146120151774703
291	chr6	47813361	47813761	401	*	5.26390750590846	5.84497846850335	3.70207633880696	1.05545624049082	0.000317397619013263	0.0149469880616352
292	chr17	24251293	24251693	401	*	4.63407979694539	5.22783125992707	2.9952285335605	1.05530081490263	0.000317743194088344	0.0149469880616352
293	chr1	151755028	151755428	401	*	5.01072949903783	5.59176591572198	3.44910174431828	1.05287334779031	0.000325442940760398	0.0151565539531311
294	chrX	7947725	7948125	401	*	5.01482383974049	5.61876179061397	3.31044821565441	1.05419765176902	0.000325478967357914	0.0151565539531311
295	chr1	9545096	9545496	401	*	5.059801311771	5.64576429506534	3.46882130153493	1.04887091055955	0.00032550840245877	0.0151565539531311
296	chr7	4866067	4866467	401	*	4.70558285928117	5.31042396247075	2.9952285335605	1.05340258211712	0.000328461475629691	0.0152423879366535
297	chr15	100393183	100393583	401	*	5.65856020425963	4.82688745640603	6.3222814284413	-0.955995361585242	0.000330304071727839	0.0152762852836822
298	chr12	3235171	3235571	401	*	4.69517982693776	5.2949691359954	3.01790651412747	1.04743616197617	0.000333851090590663	0.0153885187260179
299	chrX	56346165	56346565	401	*	4.13713570462736	4.79180895369463	2.04369292681394	1.04408304341585	0.000343608136437113	0.0157852888364555
300	chr7	16615095	16615495	401	*	5.47309344046601	6.0620432897897	3.86397261208078	1.04415189463779	0.000351189887157984	0.0160798143000069
301	chrX	85776563	85776963	401	*	5.24047306069662	5.85151617038356	3.48827495137524	1.0454955922214	0.000356151632656923	0.0161268385099928
302	chr11	4186506	4186906	401	*	4.58506807568288	5.18264321360078	2.92202255769787	1.04452373931625	0.000356192921886099	0.0161268385099928
303	chr2	172900611	172901011	401	*	6.18420130195867	5.43242928191772	6.8085378489291	-0.917845701040958	0.000356875640916258	0.0161268385099928
304	chr6	67037258	67037658	401	*	5.5457913263842	6.08636150852966	4.20182805974203	1.03034518582663	0.00035875962849697	0.0161268385099928
305	chr17	7207857	7208257	401	*	3.76630277285362	1.98711121122828	4.72597737636259	-1.03536125557318	0.000359471293492547	0.0161268385099928
306	chr19	8802209	8802609	401	*	4.50910889176558	5.10200522344601	2.87560472656204	1.04369453026919	0.000361050060224023	0.0161268385099928
307	chr19	29127065	29127465	401	*	4.33452779547244	3.10547523360437	5.15381719768861	-1.02972480715492	0.000361192585106123	0.0161268385099928
308	chrX	73921757	73922157	401	*	3.1240475431806	3.90345523373268	0	0.806081917353605	0.00036240615489954	0.0161268385099928
309	chr7	108943936	108944336	401	*	4.38740302143498	3.30703651595829	5.1553022232022	-1.01933037606785	0.000362783423091714	0.0161268385099928
310	chrX	121232384	121232784	401	*	4.1492173090048	4.80523301774473	2.04369292681394	1.03306391005982	0.000372321760189112	0.0164974570901859
311	chr7	91755104	91755504	401	*	6.18817955998432	5.42458957295053	6.81854927729339	-0.920534888760693	0.000378366255746736	0.0166679878087318
312	chr2	178169455	178169855	401	*	6.08639864994686	5.27214477431475	6.74180845542897	-0.936505686179435	0.000378597276960128	0.0166679878087318
313	chr13	14063398	14063798	401	*	5.63729426020391	6.17537656850539	4.30551691358364	1.02071889213834	0.00038553595927339	0.0168918800508358
314	chr4	136961561	136961961	401	*	4.06750735382136	2.78038292269116	4.90502873142039	-1.03827199073186	0.000386142278389812	0.0168918800508358
315	chr11	78224470	78224870	401	*	4.09214739663209	2.84163107430802	4.91828811377203	-1.02637111670731	0.000390253576505102	0.016948953156219
316	chrX	7762397	7762797	401	*	3.83976828708592	4.56697922143609	0.852245947716515	0.93193543000298	0.000390621408333375	0.016948953156219
317	chr17	15373048	15373448	401	*	4.25482774237429	3.08941914675627	5.05298836050032	-1.01995213607064	0.000391861188136817	0.016948953156219
318	chr9	8017676	8018076	401	*	3.79177999206489	2.36985285842277	4.66812240497999	-1.03702354708573	0.000393266927784201	0.016948953156219
319	chrX	20920761	20921161	401	*	4.15665236860386	4.81725881974414	2.008943462394	1.03176425290462	0.000393616486374042	0.016948953156219
320	chr7	16601683	16602083	401	*	3.18509409360183	3.96567049401274	0	0.784803926726039	0.000398932914814254	0.0170940023068576
321	chr13	34994003	34994403	401	*	4.04275184121736	4.71291268853563	1.80261449770236	1.02309815070989	0.000402000043030358	0.0170940023068576
322	chrX	12587499	12587899	401	*	4.28727094013475	4.93551284323272	2.25019537714818	1.02900225806204	0.00040230262051988	0.0170940023068576
323	chrX	36807819	36808219	401	*	3.78637828889805	4.46697793081402	1.43720844843767	1.01223430527559	0.000403305295663636	0.0170940023068576
324	chrX	113185263	113185663	401	*	3.31977777125165	4.00284206098368	0.943494107239645	0.886843739771443	0.000403889244808323	0.0170940023068576
325	chr18	46230743	46231143	401	*	5.07168764299908	4.20379824688389	5.7522245818665	-0.948964106954548	0.000404807003032015	0.0170940023068576
326	chr7	30559562	30559962	401	*	4.0308717476058	4.68981642617675	1.89859131982685	0.992822606645993	0.000405696327317675	0.0170940023068576
327	chr3	66419950	66420350	401	*	4.79390793394326	3.89473467906699	5.48848339450475	-0.968282417979507	0.000408056489436996	0.0171314175701346
328	chr13	29859685	29860085	401	*	4.36186248058104	3.10164706823999	5.19105541285391	-1.01956783134137	0.000409078695617658	0.0171314175701346
329	chr6	148358435	148358835	401	*	3.41201829187552	1.99101247209401	4.28811085755191	-1.03283557071488	0.000411503005153839	0.0171805631574259
330	chr2	166896427	166896827	401	*	4.0776375700744	2.97189565586514	4.85482122617988	-1.0083167350215	0.000415822407841258	0.0173082927094167
331	chr14	35901648	35902048	401	*	4.68814991372853	3.50947076289602	5.49081932067317	-1.01306631305666	0.000417407812982267	0.0173217937133668
332	chr8	57580993	57581393	401	*	4.21008688934631	2.92617033734596	5.04662605464899	-1.02201117143973	0.000421964927489924	0.0173624543763594
333	chr2	58131455	58131855	401	*	4.7129256046638	3.58925796610024	5.49653518382244	-0.996653109257967	0.000422089100468003	0.0173624543763594
334	chr11	76709945	76710345	401	*	4.23260335355705	2.96790757639905	5.06319713854402	-1.0210724424954	0.000422179656501458	0.0173624543763594
335	chr7	16869454	16869854	401	*	3.62832357703904	4.32149945344073	1.13460641618662	0.99108378322044	0.000431806151482767	0.0175957027813696
336	chr7	16924128	16924528	401	*	4.88190208818763	5.48044070376821	3.21268538523035	1.0257090650143	0.000432584050601873	0.0175957027813696
337	chr8	102429365	102429765	401	*	3.70858369365814	2.3265455227481	4.57392043384282	-1.02595886468213	0.000432787640783337	0.0175957027813696
338	chr1	99925055	99925455	401	*	4.35955653821676	3.10789902951844	5.18605777857143	-1.0151900780356	0.000432975214043604	0.0175957027813696
339	chr11	4484513	4484913	401	*	5.1582307512675	4.26644090267278	5.8495325503831	-0.958126962757648	0.000440391901607456	0.0178345396132706
340	chr8	3567645	3568045	401	*	3.4293268514964	4.18392161413945	0	0.842285945136877	0.000441449000328481	0.0178345396132706
341	chr8	78212663	78213063	401	*	4.09778444551107	3.01022236199063	4.86833910057501	-0.999276585529095	0.000443287959482451	0.0178563149895922
342	chr6	117254630	117255030	401	*	4.90306243296003	3.70278639485192	5.71295206512348	-1.01730617786648	0.000448672891404317	0.017997798436868
343	chr18	78230999	78231399	401	*	3.86912091280125	2.27027942589101	4.78990508346437	-1.02389021445896	0.000449420854968385	0.017997798436868
344	chr9	101036013	101036413	401	*	4.34683573470935	3.0262807818347	5.1944255332545	-1.02286085444118	0.000452445312273444	0.018051686366158
345	chr7	37150679	37151079	401	*	5.13432139411939	4.22915894749991	5.83153465881153	-0.956087206907437	0.000453394859953736	0.018051686366158
346	chr16	49173323	49173723	401	*	4.84391801037976	3.65203042805318	5.65102034548907	-1.0114601569009	0.000460360376159303	0.0182760408292606
347	chr13	13490037	13490437	401	*	3.86743883980375	2.40191384030782	4.75537607044066	-1.02202789888378	0.000462259611171177	0.018293392337537
348	chr5	93266934	93267334	401	*	4.49844661116629	5.09812342748408	2.82190007515555	1.021865559165	0.000463461017287629	0.018293392337537
349	chr9	64535371	64535771	401	*	4.45937535305392	3.27484350331295	5.26401569481397	-1.00434362566986	0.000467497668391396	0.0183696289303917
350	chr12	17992581	17992981	401	*	4.92779939138691	5.54865850204481	3.10639703365015	1.02063975840105	0.000468067132035315	0.0183696289303917
351	chr8	57487689	57488089	401	*	4.43336549988043	5.05946039343983	2.5734430263942	1.01975879329698	0.000474359170681547	0.0185152736121036
352	chr9	18447907	18448307	401	*	3.4309801616734	1.8208828669901	4.3543689701485	-1.01491726040725	0.000474474105377146	0.0185152736121036
353	chr15	50420906	50421306	401	*	6.47251695619085	5.76445021961592	7.07387767114279	-0.885872216009394	0.000478728102194532	0.0186040333740013
354	chr9	85327473	85327873	401	*	5.95824440331766	5.08764266226926	6.64001605751783	-0.943544938558051	0.000479457470471497	0.0186040333740013
355	chr14	59737063	59737463	401	*	3.3331306291223	4.08401540220832	0	0.850120928766718	0.000481979251873792	0.0186132166336204
356	chrX	13041736	13042136	401	*	4.37524065031248	5.04144496103372	2.17417404260388	0.998166616659041	0.000484258780119345	0.0186132166336204
357	chr9	13699256	13699656	401	*	3.48275223085872	4.21676513638522	0.370646364305031	0.899457918689671	0.000485091007398119	0.0186132166336204
358	chr1	4857535	4857935	401	*	4.04410685666604	4.6931289183125	2.00032304049187	1.01386971613422	0.000485114411388768	0.0186132166336204
359	chr8	25240676	25241076	401	*	4.70653007375322	3.44780783018886	5.53525487408523	-1.01010019847874	0.00048895485694742	0.01870831174103
360	chr9	7999619	8000019	401	*	3.58498921113395	4.30290257723735	0.751214613413291	0.936678648138378	0.000490468754281809	0.0187138546711685
361	chr5	25533230	25533630	401	*	3.44455801413632	4.11415597235744	1.2100507719901	0.920739095407072	0.00049182451487273	0.0187138546711685
362	chr13	82005451	82005851	401	*	3.98797402846835	2.56303630876085	4.86513145708325	-1.01537243281106	0.000497605692307145	0.018755391911865
363	chr16	33722988	33723388	401	*	4.15969956885609	2.90243808233396	4.9879657824856	-1.01194178697525	0.000497643337603559	0.018755391911865
364	chrX	23692756	23693156	401	*	4.99468740215246	5.55231660592791	3.56366756566517	1.00906954978897	0.00049865830764084	0.018755391911865
365	chr2	168526820	168527220	401	*	4.08755523904278	2.76795328594826	4.93486219750783	-1.01278181930632	0.000499221133546417	0.018755391911865
366	chr11	106974213	106974613	401	*	4.76567942517074	3.80081533710496	5.48834750141311	-0.971857757028625	0.000499743261483881	0.018755391911865
367	chr7	17055960	17056360	401	*	4.8088996965612	5.31481443041492	3.62437269107641	0.987677079599798	0.000506542423309734	0.0189088872882563
368	chr4	148896935	148897335	401	*	4.18592704619988	3.00208327529513	4.99033622683269	-1.00326444690202	0.000507247034433165	0.0189088872882563
369	chr17	54963016	54963416	401	*	6.07013911406858	5.34920337814725	6.6783758261397	-0.888980662312958	0.000507962973890984	0.0189088872882563
370	chrX	152336591	152336991	401	*	4.0120124119705	4.67408316762904	1.85055532029762	0.966453499834417	0.000511473010914697	0.0189880899403359
371	chr17	17063796	17064196	401	*	5.30922387996345	5.83872808483431	4.01853540319335	1.00008725507198	0.000513809392929286	0.0190234119171878
372	chr4	54932643	54933043	401	*	3.22722853795248	4.00858269304288	0	0.749832500066456	0.000519229970975476	0.0191724271003203
373	chr12	103550017	103550417	401	*	4.22804591742168	2.89288376651583	5.07994082501546	-1.00547420311698	0.000525441162576583	0.0193497582014797
374	chr1	128102898	128103298	401	*	4.16190401503393	4.79954455338136	2.21268538523035	1.00638796388933	0.000529352836035014	0.0194416859780133
375	chrX	157817564	157817964	401	*	3.62692999618618	4.2704799982649	1.6294790363501	0.972786088792946	0.000533256117278517	0.0195328160718339
376	chr6	128994361	128994761	401	*	3.74545605690968	4.44180171157264	1.21268538523035	0.945616539596826	0.000538626582712587	0.019677060479096
377	chr1	6729227	6729627	401	*	3.53415506722806	4.2124308229246	1.2100507719901	0.89330482414111	0.00054261570411784	0.0197212114153126
378	chrX	152232664	152233064	401	*	3.39326556427318	4.05762240719421	1.2100507719901	0.91527279649354	0.000542706604177938	0.0197212114153126
379	chr10	69398831	69399231	401	*	4.08917383287657	2.8671727039947	4.90618284727095	-0.993277484498574	0.000544864800070373	0.019747395498065
380	chr5	30766421	30766821	401	*	4.94544734371392	4.02431118910926	5.64961936173433	-0.943435442774144	0.000547898895367654	0.0198051032283424
381	chr3	9520038	9520438	401	*	4.01030224824246	4.68234007008398	1.75121461341329	0.985147746147729	0.000550729235618252	0.0198551621534181
382	chr4	116123563	116123963	401	*	3.50544587274418	4.23362690819919	0.500834499250778	0.883961854111629	0.000557304275999563	0.0200396113485078
383	chr11	5411646	5412046	401	*	3.97228757754388	4.58478816719425	2.2100507719901	0.972367914992558	0.000560454532044727	0.0200926171500023
384	chr4	97777277	97777677	401	*	3.67119813822694	2.57415388656902	4.44522454319961	-0.991338946881353	0.000561773278365705	0.0200926171500023
385	chr4	44448465	44448865	401	*	4.35648096121593	3.2919687197525	5.11846481990036	-0.982414130160865	0.000563166686280642	0.0200926171500023
386	chrX	52912049	52912449	401	*	3.65692997283592	4.34467834249514	1.2275342188613	0.977935021831139	0.000564670315242402	0.0200940711144291
387	chr3	86388268	86388668	401	*	4.65279760964416	3.36447983290168	5.49068364744386	-0.998206708383603	0.000576083685294167	0.0203982069645021
388	chr17	26953685	26954085	401	*	4.01658269718011	2.66332527864278	4.8737332001525	-1.00047647798072	0.000576186975992052	0.0203982069645021
389	chr4	26346597	26346997	401	*	5.1223350115489	5.69373572429304	3.61617035024367	0.998603372239584	0.000581097691070689	0.0205191719397095
390	chr15	99973078	99973478	401	*	4.74904266745015	3.82552315081925	5.45424352748784	-0.943846684680078	0.000585581852842722	0.0205542057603064
391	chr17	23695797	23696197	401	*	3.38168778359427	4.11023070432881	0.370646364305031	0.894340938441672	0.000586297539184388	0.0205542057603064
392	chr12	118529929	118530329	401	*	4.72906347868874	5.31560234917076	3.13460641618662	0.99481731120118	0.000586578964621442	0.0205542057603064
393	chr18	20746146	20746546	401	*	3.385219777904	4.10631049437665	0.500834499250778	0.896538996578796	0.000590366911379136	0.0206330834297488
394	chrX	99522254	99522654	401	*	3.55189984449571	4.2826574414046	0.500834499250778	0.86700845418319	0.000593176528452544	0.0206330834297488
395	chr5	114044579	114044979	401	*	5.67063255600677	4.95785306309331	6.27452225989247	-0.86978430436346	0.000593336339163568	0.0206330834297488
396	chr5	115908345	115908745	401	*	5.34476797501459	4.39717749588828	6.06022478547094	-0.948058974997152	0.000603384993385595	0.0209295360331933
397	chrX	7319094	7319494	401	*	3.84410563930738	4.43097835284264	2.24762844107024	0.97818333448919	0.000610808519315195	0.021070978244975
398	chr1	188631003	188631403	401	*	3.91688528231984	2.65122710938598	4.74777923048156	-0.988682940315577	0.000611752489365447	0.021070978244975
399	chr8	117670482	117670882	401	*	3.74224234486619	4.34574614992752	2.04073056579652	0.959901428777386	0.000612506822432288	0.021070978244975
400	chrX	69360354	69360754	401	*	4.11620872788805	4.73241310360928	2.32809585166848	0.990371880444639	0.000613598667588089	0.021070978244975
401	chr16	89700877	89701277	401	*	4.12988308804637	3.04585080027367	4.89913737430005	-0.975647938031083	0.000618169110772935	0.021086051675625
402	chr9	74845963	74846363	401	*	5.2138227981951	4.25288568108104	5.93486219750783	-0.953574816829349	0.00061817052546309	0.021086051675625
403	chrX	99152846	99153246	401	*	3.27952665750371	3.99384445149352	0.500834499250778	0.901608622870602	0.000619958853984548	0.021086051675625
