"seqnames"	"start"	"end"	"width"	"strand"	"width"	"strand"	"Conc"	"Conc_mDMSOw1"	"Conc_mTBTw1"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"311"	"chr3"	96995825	96996224	400	"*"	401	"*"	6.35374360582932	6.91278161914153	5.4288339353126	1.03898712420473	0.000238987223813521	0.0149266976526712	"Intron (ENSMUST00000199597.1/14613, intron 2 of 3)"	3	97032416	97050873	18458	1	"14613"	"ENSMUST00000132256.7"	-36192	"ENSMUSG00000057123"	"Gja5"	"gap junction protein, alpha 5"
"312"	"chr2"	86063773	86064172	400	"*"	401	"*"	6.13140786201449	6.65721668293214	5.29557492687617	0.981125816933553	0.000239170586875176	0.0149266976526712	"Distal Intergenic"	2	86073992	86077194	3203	1	"258245"	"ENSMUST00000164985.3"	-9820	"ENSMUSG00000099820"	"Or5m9b"	"olfactory receptor family 5 subfamily M member 9B"
"313"	"chr18"	20801414	20801813	400	"*"	401	"*"	4.75692095948936	5.38041520989029	3.63473728266026	1.09900152925199	0.000241395798898483	0.0150174408822724	"Distal Intergenic"	18	20844669	20856767	12099	2	"75964"	"ENSMUST00000223584.1"	54954	"ENSMUSG00000033382"	"Trappc8"	"trafficking protein particle complex 8"
"314"	"chr8"	65913592	65913991	400	"*"	401	"*"	5.49060357414717	6.05970628099925	4.53716294603115	1.02182568743146	0.000242222340417409	0.0150208707407891	"Intron (ENSMUST00000152320.7/72925, intron 2 of 8)"	8	65967157	66471625	504469	1	"72925"	"ENSMUST00000072482.12"	-53166	"ENSMUSG00000036469"	"Marchf1"	"membrane associated ring-CH-type finger 1"
"315"	"chr14"	101548863	101549262	400	"*"	401	"*"	5.72351455342692	6.31234850436495	4.7118374758569	1.06596614416038	0.000245848647731037	0.0151973487892659	"Intron (ENSMUST00000161991.7/210789, intron 1 of 18)"	14	101442368	101507326	64959	2	"210789"	"ENSMUST00000159951.7"	-41537	"ENSMUSG00000033083"	"Tbc1d4"	"TBC1 domain family, member 4"
"316"	"chr14"	68054549	68054948	400	"*"	401	"*"	5.93418525237136	6.57316346137045	4.75882811883665	1.11427517639732	0.000247315605103541	0.0152156145715854	"Distal Intergenic"	14	68083863	68089095	5233	1	"18039"	"ENSMUST00000022639.7"	-28915	"ENSMUSG00000022055"	"Nefl"	"neurofilament, light polypeptide"
"317"	"chr4"	88440340	88440739	400	"*"	401	"*"	6.71649384622394	7.20724814591884	5.96702043938061	0.946988870512262	0.000247706954560013	0.0152156145715854	"Promoter (1-2kb)"	4	88410341	88438928	28588	2	"66775"	"ENSMUST00000151280.7"	-1412	"ENSMUSG00000028497"	"Hacd4"	"3-hydroxyacyl-CoA dehydratase 4"
"318"	"chr19"	18338524	18338923	400	"*"	401	"*"	6.53503921429048	7.07109379496746	5.67253830778863	1.00153179850878	0.000251444974190848	0.0153966557781264	"Distal Intergenic"	19	18593601	18631718	38118	2	"20409"	"ENSMUST00000138860.1"	292795	"ENSMUSG00000024725"	"Ostf1"	"osteoclast stimulating factor 1"
"319"	"chr4"	116502802	116503201	400	"*"	401	"*"	5.53661065610071	6.09127458483763	4.62386591102885	1.02428246184646	0.000253010848557329	0.0154383252175691	"Distal Intergenic"	4	116507549	116538235	30687	1	"16351"	"ENSMUST00000106479.7"	-4348	"ENSMUSG00000028696"	"Ipp"	"IAP promoted placental gene"
"320"	"chr7"	3203985	3204384	400	"*"	401	"*"	2.35589109182179	0	3.35589109182179	-0.890049915524205	0.000253734652018413	0.0154383252175691	"Distal Intergenic"	7	3218626	3218708	83	1	"100049710"	"ENSMUST00000104627.1"	-14242	"ENSMUSG00000077815"	"Mir290a"	"microRNA 290a"
"321"	"chr8"	102429366	102429765	400	"*"	401	"*"	3.86969377560981	4.57392043384282	2.43813035530971	1.14052178187554	0.000255295614476558	0.0154383252175691	"Distal Intergenic"	8	102634604	102637319	2716	2	"12552"	"ENSMUST00000210578.1"	207554	"ENSMUSG00000031673"	"Cdh11"	"cadherin 11"
"322"	"chr19"	49077442	49077841	400	"*"	401	"*"	5.99136322944996	6.53261624792429	5.11506682258873	1.004159831978	0.000256557688745591	0.0154383252175691	"Distal Intergenic"	19	48704216	48804537	100322	1	"66673"	"ENSMUST00000235967.1"	373226	"ENSMUSG00000063434"	"Sorcs3"	"sortilin-related VPS10 domain containing receptor 3"
"323"	"chr17"	56325579	56325978	400	"*"	401	"*"	4.9477337166398	3.2896713446109	5.69888510040132	-1.15101489324188	0.000256637138203963	0.0154383252175691	"Promoter (<=1kb)"	17	56326062	56356056	29995	1	"193796"	"ENSMUST00000139679.7"	-84	"ENSMUSG00000024201"	"Kdm4b"	"lysine (K)-specific demethylase 4B"
"324"	"chr13"	96168767	96169166	400	"*"	401	"*"	5.75844737131581	6.34258610084057	4.76091586644565	1.05992245987918	0.000257293154538489	0.0154383252175691	"Distal Intergenic"	13	95954594	96132577	177984	2	"75209"	"ENSMUST00000161263.7"	-36190	"ENSMUSG00000051111"	"Sv2c"	"synaptic vesicle glycoprotein 2c"
"325"	"chr3"	158964214	158964613	400	"*"	401	"*"	6.35575372985993	6.90320140856777	5.46277781605344	1.00932028302016	0.000261009162980012	0.0154383252175691	"Distal Intergenic"	3	159076364	159308081	231718	1	"624759"	"ENSMUST00000197341.1"	-111751	"ENSMUSG00000106053"	"Gm20752"	"predicted gene, 20752"
"326"	"chr2"	27281232	27281631	400	"*"	401	"*"	4.8530418064069	5.52790227710508	3.54388843659515	1.12447049122212	0.000261932031318481	0.0154383252175691	"Promoter (2-3kb)"	2	27268919	27278879	9961	2	"22325"	"ENSMUST00000148067.7"	-2353	"ENSMUSG00000009621"	"Vav2"	"vav 2 oncogene"
"327"	"chr10"	11827635	11828034	400	"*"	401	"*"	5.9357783248879	6.49181411680405	5.01923323316854	1.02184663613534	0.000263180211783766	0.0154383252175691	"Exon (ENSMUST00000217771.1/ENSMUST00000217771.1, exon 2 of 2)"	10	11609298	11609591	294	1	"30058"	"ENSMUST00000218003.1"	218337	"ENSMUSG00000048007"	"Timm8a1"	"translocase of inner mitochondrial membrane 8A1"
"328"	"chr1"	161475107	161475506	400	"*"	401	"*"	5.58049083657995	6.14199851318552	4.64865065894764	1.03801194401769	0.000263642362413389	0.0154383252175691	"Distal Intergenic"	1	161494655	161505290	10636	1	"240873"	"ENSMUST00000086084.1"	-19149	"ENSMUSG00000066755"	"Tnfsf18"	"tumor necrosis factor (ligand) superfamily, member 18"
"329"	"chr3"	10562425	10562824	400	"*"	401	"*"	5.95013302605653	6.50839447594993	5.02739328774736	1.02411139141562	0.000264545042316733	0.0154383252175691	"Distal Intergenic"	3	10417817	10440102	22286	2	"74718"	"ENSMUST00000099223.10"	-122323	"ENSMUSG00000027534"	"Snx16"	"sorting nexin 16"
"330"	"chr13"	40857523	40857922	400	"*"	401	"*"	5.20726721405408	5.83688960202638	4.06434056355521	1.09344443236876	0.00026493389616634	0.0154383252175691	"Promoter (1-2kb)"	13	40859754	40960887	101134	1	"14538"	"ENSMUST00000110191.9"	-1832	"ENSMUSG00000021360"	"Gcnt2"	"glucosaminyl (N-acetyl) transferase 2 (I blood group)"
"331"	"chr8"	48637461	48637860	400	"*"	401	"*"	5.80381137770052	6.37785914728422	4.83606869494471	1.03240247195634	0.000266925508759305	0.0154383252175691	"Intron (ENSMUST00000033965.13/23965, intron 2 of 28)"	8	48227926	48674684	446759	2	"23965"	"ENSMUST00000190840.7"	36824	"ENSMUSG00000031561"	"Tenm3"	"teneurin transmembrane protein 3"
"332"	"chr6"	31733054	31733453	400	"*"	401	"*"	6.85182672132067	7.37273801508674	6.02850359426907	0.983309159786249	0.000267087362289215	0.0154383252175691	"Intron (ENSMUST00000210190.1/ENSMUST00000210190.1, intron 2 of 2)"	6	31662220	31666131	3912	2	"434003"	"ENSMUST00000130777.1"	-66923	"ENSMUSG00000084973"	"Gm13848"	"predicted gene 13848"
"333"	"chr19"	28471173	28471572	400	"*"	401	"*"	5.54770193536941	6.16015145279545	4.46195168227846	1.09212792299749	0.000267919974884053	0.0154383252175691	"Intron (ENSMUST00000162022.7/226075, intron 4 of 10)"	19	28262973	28540420	277448	2	"226075"	"ENSMUST00000161026.1"	68848	"ENSMUSG00000052942"	"Glis3"	"GLIS family zinc finger 3"
"334"	"chr2"	172900612	172901011	400	"*"	401	"*"	6.26532417975307	6.8085378489291	5.38377715608769	1.01077703169769	0.000268985756870072	0.0154383252175691	"Intron (ENSMUST00000009143.7/12162, intron 2 of 6)"	2	172916118	172940092	23975	2	"12162"	"ENSMUST00000137247.1"	39081	"ENSMUSG00000008999"	"Bmp7"	"bone morphogenetic protein 7"
"335"	"chr1"	109114442	109114841	400	"*"	401	"*"	6.29817726767199	6.83990462008787	5.42061300077135	1.01079794929591	0.000269491302111653	0.0154383252175691	"Distal Intergenic"	1	109982431	109995955	13525	1	"241201"	"ENSMUST00000137092.7"	-867590	"ENSMUSG00000026312"	"Cdh7"	"cadherin 7, type 2"
"336"	"chr5"	123335284	123335683	400	"*"	401	"*"	4.91861019326957	5.54886714813205	3.77351339177621	1.09720679826322	0.000270528955627593	0.0154383252175691	"Intron (ENSMUST00000197262.1/ENSMUST00000197262.1, intron 1 of 2)"	5	123343834	123374082	30249	1	"77045"	"ENSMUST00000120593.4"	-8151	"ENSMUSG00000029438"	"Bcl7a"	"B cell CLL/lymphoma 7A"
"337"	"chr10"	3740391	3740790	400	"*"	401	"*"	5.96361647137883	6.55460878426874	4.94537433264891	1.05239530408647	0.000271120735945977	0.0154383252175691	"Promoter (<=1kb)"	10	3740665	3938577	197913	1	"213783"	"ENSMUST00000137111.1"	0	"ENSMUSG00000040624"	"Plekhg1"	"pleckstrin homology domain containing, family G (with RhoGef domain) member 1"
"338"	"chr8"	104202066	104202465	400	"*"	401	"*"	3.52372679642638	4.3163408467177	1.62289944219907	1.14149518353136	0.000271143395733976	0.0154383252175691	"Intron (ENSMUST00000164076.2/65115, intron 1 of 4)"	8	104230283	104231233	951	2	"57813"	"ENSMUST00000212805.1"	28768	"ENSMUSG00000035824"	"Tk2"	"thymidine kinase 2, mitochondrial"
"339"	"chr16"	84370850	84371249	400	"*"	401	"*"	5.89585698178558	6.43288271616876	5.03079261207908	0.993758191861543	0.000271271943693708	0.0154383252175691	"Promoter (<=1kb)"	16	84371143	84375505	4363	1	"75247"	"ENSMUST00000231366.1"	0	"ENSMUSG00000116907"	"4930553E22Rik"	"RIKEN cDNA 4930553E22 gene"
"340"	"chr13"	73593265	73593664	400	"*"	401	"*"	6.49344983748832	7.02778135011357	5.63548174422416	0.994355725391172	0.000271503535014874	0.0154383252175691	"Distal Intergenic"	13	73604006	73620605	16600	1	"218335"	"ENSMUST00000022102.8"	-10342	"ENSMUSG00000021610"	"Clptm1l"	"CLPTM1-like"
"341"	"chr15"	61535753	61536152	400	"*"	401	"*"	6.61383202426187	7.14490177801742	5.76439102121944	0.990840490439598	0.000271571273665094	0.0154383252175691	"Exon (ENSMUST00000229194.1/ENSMUST00000229194.1, exon 2 of 2)"	15	61534676	61745184	210509	2	"432956"	"ENSMUST00000229538.1"	209032	"ENSMUSG00000116031"	"D030024E09Rik"	"RIKEN cDNA D030024E09 gene"
"342"	"chr4"	45507013	45507412	400	"*"	401	"*"	6.06845112551229	6.64372723420744	5.09712609753592	1.0425293871819	0.000272596311127226	0.0154383252175691	"Intron (ENSMUST00000061986.11/230126, intron 1 of 5)"	4	45444706	45492841	48136	2	"230126"	"ENSMUST00000130107.7"	-14172	"ENSMUSG00000044813"	"Shb"	"src homology 2 domain-containing transforming protein B"
"343"	"chr11"	53771152	53771551	400	"*"	401	"*"	6.92088156063553	7.42635080857611	6.13603823936501	0.961212011626554	0.000272717276035173	0.0154383252175691	"Promoter (<=1kb)"	11	53770509	53773957	3449	1	"16362"	"ENSMUST00000133291.2"	643	"ENSMUSG00000018899"	"Irf1"	"interferon regulatory factor 1"
"344"	"chr11"	87583373	87583772	400	"*"	401	"*"	5.76092391495364	6.291246907904	4.91342537093702	0.992895693282443	0.000272945409211549	0.0154383252175691	"Promoter (1-2kb)"	11	87582209	87589041	6833	1	"18952"	"ENSMUST00000133202.2"	1164	"ENSMUSG00000020486"	"Septin4"	"septin 4"
"345"	"chr8"	92059741	92060140	400	"*"	401	"*"	5.95534743952893	6.560348970574	4.89350413071812	1.08247390856613	0.000273532364423857	0.0154383252175691	"Distal Intergenic"	8	91798525	91802067	3543	2	"16373"	"ENSMUST00000175795.3"	-257674	"ENSMUSG00000031734"	"Irx3"	"Iroquois related homeobox 3"
"346"	"chr9"	51747389	51747788	400	"*"	401	"*"	6.88954913397615	7.38514929521386	6.12856300543832	0.947159778121154	0.000278734101048119	0.0156864462878872	"Distal Intergenic"	9	51765337	51790249	24913	1	"244867"	"ENSMUST00000124907.1"	-17549	"ENSMUSG00000053199"	"Arhgap20"	"Rho GTPase activating protein 20"
"347"	"chr2"	150809241	150809640	400	"*"	401	"*"	5.48585050426956	6.04705702021073	4.55485788153974	1.00979853336959	0.00028234825396652	0.0158440495712856	"Intron (ENSMUST00000045441.7/110078, intron 4 of 19)"	2	150815322	150817760	2439	1	"110078"	"ENSMUST00000154366.1"	-5682	"ENSMUSG00000033059"	"Pygb"	"brain glycogen phosphorylase"
"348"	"chr1"	104644909	104645308	400	"*"	401	"*"	5.70029950614854	6.2647037936621	4.76027278960432	1.02792252343812	0.000284214961927157	0.0158678248039169	"Distal Intergenic"	1	104768529	104995481	226953	1	"23836"	"ENSMUST00000062528.8"	-123221	"ENSMUSG00000050840"	"Cdh20"	"cadherin 20"
"349"	"chr1"	80192565	80192964	400	"*"	401	"*"	4.85627071961309	5.57221084033092	3.37207105790193	1.13966858412632	0.000285108815640268	0.0158678248039169	"Distal Intergenic"	1	80198706	80213944	15239	2	"241128"	"ENSMUST00000058748.1"	20980	"ENSMUSG00000043230"	"Fam124b"	"family with sequence similarity 124, member B"
"350"	"chr6"	39268547	39268946	400	"*"	401	"*"	4.03326649238966	4.72666877941535	2.64833397122941	1.13194601647265	0.000285216653726936	0.0158678248039169	"Distal Intergenic"	6	39136623	39206789	70167	2	"338523"	"ENSMUST00000002305.8"	-61758	"ENSMUSG00000042599"	"Kdm7a"	"lysine (K)-specific demethylase 7A"
"351"	"chr4"	6173308	6173707	400	"*"	401	"*"	6.56913991502966	7.05212983855602	5.83784447260407	0.919875164594886	0.000286144736099739	0.0158741034226043	"Distal Intergenic"	4	6191098	6221688	30591	1	"68053"	"ENSMUST00000029907.5"	-17391	"ENSMUSG00000028243"	"Ubxn2b"	"UBX domain protein 2B"
"352"	"chr12"	84114031	84114430	400	"*"	401	"*"	4.61393506702816	5.23597458338016	3.49661919548697	1.08357407295782	0.000287528067065988	0.0159055298917867	"Promoter (<=1kb)"	12	84114366	84139838	25473	1	"105000"	"ENSMUST00000143753.7"	0	"ENSMUSG00000042523"	"Dnal1"	"dynein, axonemal, light chain 1"
"353"	"chr8"	3579466	3579865	400	"*"	401	"*"	3.70983576897537	1.89859131982685	4.48809058388049	-1.12444586204325	0.000289707575440494	0.015980696625998	"Promoter (<=1kb)"	8	3579730	3584939	5210	1	"546049"	"ENSMUST00000151633.1"	0	"ENSMUSG00000065952"	"Rps23rg1"	"ribosomal protein S23, retrogene 1"
"354"	"chr9"	92265817	92266216	400	"*"	401	"*"	5.91440218875575	6.48527186503839	4.95587303571261	1.02503505766571	0.000291907386615787	0.0159825676093222	"Promoter (<=1kb)"	9	92266295	92271977	5683	1	"22038"	"ENSMUST00000187952.1"	-79	"ENSMUSG00000032369"	"Plscr1"	"phospholipid scramblase 1"
"355"	"chr18"	16882298	16882697	400	"*"	401	"*"	4.10450079869197	4.79501327271126	2.73170907790049	1.12089302211269	0.000292328657761421	0.0159825676093222	"Distal Intergenic"	18	16816407	16822783	6377	1	"328906"	"ENSMUST00000144006.1"	65891	"ENSMUSG00000086095"	"Gm15328"	"predicted gene 15328"
"356"	"chr17"	29301694	29302093	400	"*"	401	"*"	5.2349789957509	5.80657351775695	4.27435541770939	1.02117582671392	0.000292726682354147	0.0159825676093222	"3' UTR"	17	29298284	29301525	3242	1	"80748"	"ENSMUST00000150874.1"	3410	"ENSMUSG00000052712"	"BC004004"	"cDNA sequence BC004004"
"357"	"chr6"	17828159	17828558	400	"*"	401	"*"	6.04274626745659	6.58945244708887	5.15178086751372	1.00495076069283	0.00029302468347001	0.0159825676093222	"3' UTR"	6	17840537	17848461	7925	1	"64213"	"ENSMUST00000130084.7"	-11979	"ENSMUSG00000029534"	"St7"	"suppression of tumorigenicity 7"
"358"	"chrX"	91884780	91885179	400	"*"	401	"*"	5.83914595574333	6.37242385471134	4.98393990884705	0.997109658475135	0.00029385785533899	0.0159832406680469	"Distal Intergenic"	20	91931946	91932980	1035	2	"278087"	"ENSMUST00000104922.1"	47801	"ENSMUSG00000078123"	"Gm5071"	"predicted gene 5071"
"359"	"chr7"	37501749	37502148	400	"*"	401	"*"	4.87511548500331	5.53285808958911	3.63175558886604	1.11236638112583	0.000295568648372482	0.0160315117579637	"Intron (ENSMUST00000206763.2/243937, intron 1 of 3)"	7	37318024	37568390	250367	2	"243937"	"ENSMUST00000206763.2"	66242	"ENSMUSG00000043456"	"Zfp536"	"zinc finger protein 536"
"360"	"chr2"	66768940	66769339	400	"*"	401	"*"	6.08543120856889	6.67309892380491	5.07728499572856	1.05167136343462	0.000296956601988338	0.0160620526497692	"Intron (ENSMUST00000042792.6/20272, intron 1 of 24)"	2	66673425	66784914	111490	2	"20272"	"ENSMUST00000042792.6"	15575	"ENSMUSG00000034810"	"Scn7a"	"sodium channel, voltage-gated, type VII, alpha"
"361"	"chr5"	115908346	115908745	400	"*"	401	"*"	5.44325724513594	6.06022478547094	4.34274798076466	1.08045691832376	0.000299968428429365	0.0161702193598147	"Promoter (<=1kb)"	5	115907470	115925600	18131	1	"12704"	"ENSMUST00000128702.1"	876	"ENSMUSG00000029516"	"Cit"	"citron"
"362"	"chr13"	29548406	29548805	400	"*"	401	"*"	5.81879811494985	6.38923699166831	4.86151181059202	1.02557947558892	0.000300617266241419	0.0161702193598147	"Intron (ENSMUST00000140278.7/68916, intron 10 of 16)"	13	29443776	29517454	73679	2	"68916"	"ENSMUST00000154209.1"	-30952	"ENSMUSG00000006191"	"Cdkal1"	"CDK5 regulatory subunit associated protein 1-like 1"
"363"	"chr11"	117146818	117147217	400	"*"	401	"*"	5.11828497271996	5.76135817045522	3.92843283102223	1.10511652861032	0.000301816953697887	0.0161900267834856	"Exon (ENSMUST00000127090.7/74136, exon 8 of 12)"	11	117155069	117156475	1407	1	"74136"	"ENSMUST00000153437.1"	-7852	"ENSMUSG00000020823"	"Sec14l1"	"SEC14-like lipid binding 1"
"364"	"chr6"	91729984	91730383	400	"*"	401	"*"	6.24111282269226	6.76905184437011	5.3997912813837	0.981043126924098	0.000307723136123516	0.0164423899021706	"Intron (ENSMUST00000032185.8/21366, intron 5 of 14)"	6	91724959	91745029	20071	1	"21366"	"ENSMUST00000205663.1"	5025	"ENSMUSG00000030096"	"Slc6a6"	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"
"365"	"chr19"	45749633	45750032	400	"*"	401	"*"	4.26633661867596	4.97572212610243	2.81187993795399	1.12699263711895	0.000308210369468584	0.0164423899021706	"Promoter (<=1kb)"	19	45747734	45749591	1858	2	"18150"	"ENSMUST00000070215.7"	-42	"ENSMUSG00000056209"	"Npm3"	"nucleoplasmin 3"
"366"	"chr1"	90537303	90537702	400	"*"	401	"*"	5.55377472978629	6.22469307487697	4.26011135787413	1.11582719049671	0.00031071877348838	0.0165105833866058	"Distal Intergenic"	1	90602981	90613341	10361	1	"108679"	"ENSMUST00000036153.11"	-65279	"ENSMUSG00000034432"	"Cops8"	"COP9 signalosome subunit 8"
"367"	"chr17"	25243834	25244233	400	"*"	401	"*"	4.83373129996302	5.51962523468377	3.48008396413456	1.11338081940957	0.000311632962651465	0.0165105833866058	"Promoter (<=1kb)"	17	25242659	25244033	1375	2	"545192"	"ENSMUST00000182126.1"	0	"ENSMUSG00000047507"	"Baiap3"	"BAI1-associated protein 3"
"368"	"chr5"	123068023	123068422	400	"*"	401	"*"	5.27517942082748	5.87314313109936	4.23545767200278	1.0395798838038	0.00031467872479998	0.0165105833866058	"Promoter (<=1kb)"	5	123068415	123116682	48268	1	"330189"	"ENSMUST00000161660.7"	0	"ENSMUSG00000054434"	"Tmem120b"	"transmembrane protein 120B"
"369"	"chr8"	105193352	105193751	400	"*"	401	"*"	5.81747861516334	6.42545177860791	4.74615901784288	1.06386219743613	0.000315174655575588	0.0165105833866058	"Intron (ENSMUST00000052209.8/12400, intron 3 of 5)"	8	105171564	105194535	22972	1	"12400"	"ENSMUST00000187323.1"	21788	"ENSMUSG00000031885"	"Cbfb"	"core binding factor beta"
"370"	"chr1"	106283500	106283899	400	"*"	401	"*"	5.54558573376996	6.18243227733658	4.37770069630252	1.09082312974155	0.000315483045668203	0.0165105833866058	"Promoter (2-3kb)"	1	106281425	106287422	5998	1	"98432"	"ENSMUST00000135810.2"	2075	"ENSMUSG00000044340"	"Phlpp1"	"PH domain and leucine rich repeat protein phosphatase 1"
"371"	"chr17"	81079777	81080176	400	"*"	401	"*"	3.09902335786523	0	4.06578711880387	-0.897372536025778	0.000316156023370422	0.0165105833866058	"Distal Intergenic"	17	81026332	81065082	38751	2	"72167"	"ENSMUST00000234801.1"	-14695	"ENSMUSG00000024246"	"Thumpd2"	"THUMP domain containing 2"
"372"	"chr13"	92345303	92345702	400	"*"	401	"*"	4.59534114484263	5.25513756910325	3.34428430437767	1.10623702842081	0.000316745303187498	0.0165105833866058	"Promoter (<=1kb)"	13	92312652	92345378	32727	2	"17686"	"ENSMUST00000189376.6"	0	"ENSMUSG00000014850"	"Msh3"	"mutS homolog 3"
"373"	"chr12"	108223498	108223897	400	"*"	401	"*"	5.01191056936544	5.66613734972515	3.78160697872264	1.10097194111384	0.000318235051772894	0.0165105833866058	"Intron (ENSMUST00000222310.1/668158, intron 1 of 5)"	12	108199085	108202146	3062	1	"12454"	"ENSMUST00000223363.1"	24413	"ENSMUSG00000021258"	"Ccnk"	"cyclin K"
"374"	"chr12"	18513425	18513824	400	"*"	401	"*"	5.77807919463624	6.28456162154136	4.99075482722945	0.952090957829913	0.000318531606769669	0.0165105833866058	"Promoter (<=1kb)"	12	18514510	18535254	20745	1	"236366"	"ENSMUST00000177778.8"	-686	"ENSMUSG00000073197"	"5730507C01Rik"	"RIKEN cDNA 5730507C01 gene"
"375"	"chrX"	99825684	99826083	400	"*"	401	"*"	5.08494377930729	5.72697638605598	3.89879274562732	1.09394296168225	0.000318623979958535	0.0165105833866058	"Intron (ENSMUST00000096363.2/620592, intron 1 of 2)"	20	99821021	99848790	27770	1	"620592"	"ENSMUST00000096363.2"	4663	"ENSMUSG00000071719"	"Nalf2"	"NALCN channel auxiliary factor 2"
"376"	"chr1"	125771233	125771632	400	"*"	401	"*"	4.80262638419184	5.4713736199308	3.51740571712672	1.11269392419432	0.000318815702206439	0.0165105833866058	"Intron (ENSMUST00000027581.6/71111, intron 1 of 1)"	1	125840003	125873173	33171	1	"71111"	"ENSMUST00000159359.1"	-68371	"ENSMUSG00000026343"	"Gpr39"	"G protein-coupled receptor 39"
"377"	"chr19"	32806669	32807068	400	"*"	401	"*"	5.49753655321607	6.04405119243983	4.60708987659148	0.999710748715437	0.000324490869125305	0.0167599103543977	"Intron (ENSMUST00000013807.7/19211, intron 5 of 8)"	19	32811225	32817977	6753	1	"19211"	"ENSMUST00000154806.1"	-4157	"ENSMUSG00000013663"	"Pten"	"phosphatase and tensin homolog"
"378"	"chr4"	50539076	50539475	400	"*"	401	"*"	4.63626060920586	5.32627231679511	3.26555992445915	1.11061795499232	0.000326649698112598	0.0168267802160013	"Distal Intergenic"	4	51216678	51229928	13251	1	"74914"	"ENSMUST00000166749.1"	-677203	"ENSMUSG00000039555"	"Cylc2"	"cylicin, basic protein of sperm head cytoskeleton 2"
"379"	"chr3"	108433456	108433855	400	"*"	401	"*"	3.74460465507109	1.94507931582456	4.52090316215558	-1.11162380847812	0.000328543847688882	0.0168721893908886	"Intron (ENSMUST00000090553.11/20226, intron 4 of 10)"	3	108428231	108445143	16913	2	"20226"	"ENSMUST00000132467.7"	11288	"ENSMUSG00000068739"	"Sars1"	"seryl-tRNA synthetase 1"
"380"	"chr7"	91755105	91755504	400	"*"	401	"*"	6.27573640013174	6.81854927729339	5.39526483224854	1.00424798302045	0.000329264172583076	0.0168721893908886	"Intron (ENSMUST00000231777.2/23859, intron 8 of 27)"	7	91711420	92447003	735584	1	"23859"	"ENSMUST00000107193.7"	43685	"ENSMUSG00000052572"	"Dlg2"	"discs large MAGUK scaffold protein 2"
"381"	"chr1"	170992172	170992571	400	"*"	401	"*"	6.35681128360807	6.90183099646684	5.4704043625207	1.0017166244532	0.000330437805062367	0.0168878869820851	"Distal Intergenic"	1	170960769	170976547	15779	2	"14130"	"ENSMUST00000159969.7"	-15625	"ENSMUSG00000026656"	"Fcgr2b"	"Fc receptor, IgG, low affinity IIb"
"382"	"chr8"	83715012	83715411	400	"*"	401	"*"	3.50542301530956	1.43495383799948	4.32256974828278	-1.07089974519491	0.000334747125019982	0.0170298629975502	"Promoter (<=1kb)"	8	83715177	83723348	8172	1	"68278"	"ENSMUST00000019576.14"	0	"ENSMUSG00000005481"	"Ddx39a"	"DEAD box helicase 39a"
"383"	"chr10"	98692631	98693030	400	"*"	401	"*"	6.41312756639459	6.95343288655139	5.53935971061432	0.994796370289509	0.000334964951112455	0.0170298629975502	"Intron (ENSMUST00000217680.1/ENSMUST00000217680.1, intron 1 of 1)"	10	98914406	98987122	72717	1	"67972"	"ENSMUST00000219557.1"	-221376	"ENSMUSG00000019943"	"Atp2b1"	"ATPase, Ca++ transporting, plasma membrane 1"
"384"	"chr8"	119216838	119217237	400	"*"	401	"*"	6.17211906822746	6.75217892089491	5.18672783532402	1.03559894521797	0.000340046652787117	0.0172431990184134	"Intron (ENSMUST00000117160.1/12554, intron 8 of 13)"	8	119277411	119314116	36706	1	"12554"	"ENSMUST00000151842.1"	-60174	"ENSMUSG00000031841"	"Cdh13"	"cadherin 13"
"385"	"chr14"	63050149	63050548	400	"*"	401	"*"	3.69370967128094	4.43307126422045	2.09670712232252	1.12692592626303	0.000341887217271034	0.0172704659482253	"Promoter (<=1kb)"	14	63035798	63049960	14163	2	"73670"	"ENSMUST00000111208.1"	-189	"ENSMUSG00000075571"	"Defb30"	"defensin beta 30"
"386"	"chr5"	92925053	92925452	400	"*"	401	"*"	3.56484754127487	0.751214613413291	4.45841413120609	-1.04480418997627	0.000342358250617038	0.0172704659482253	"Promoter (<=1kb)"	5	92925407	92940455	15049	1	"27428"	"ENSMUST00000172706.1"	0	"ENSMUSG00000029381"	"Shroom3"	"shroom family member 3"
"387"	"chr2"	166896428	166896827	400	"*"	401	"*"	4.21358521694555	4.85482122617988	3.03025927060286	1.0850598076074	0.00034505549711885	0.0173615520410808	"3' UTR"	2	166906040	166944550	38511	1	"110750"	"ENSMUST00000171410.7"	-9213	"ENSMUSG00000002718"	"Cse1l"	"chromosome segregation 1 like"
"388"	"chr12"	40448121	40448520	400	"*"	401	"*"	6.4933765357427	7.02026351175658	5.65476928381592	0.976592234620381	0.000348423489206207	0.0174170513959941	"Promoter (1-2kb)"	12	40446336	40846180	399845	1	"238130"	"ENSMUST00000220912.1"	1785	"ENSMUSG00000035954"	"Dock4"	"dedicator of cytokinesis 4"
