"seqnames"	"start"	"end"	"width"	"strand"	"width"	"strand"	"Conc"	"Conc_mDMSOw1"	"Conc_mTBTw1"	"Fold"	"p.value"	"FDR"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"283"	"chr12"	89815773	89816172	400	"*"	401	"*"	5.1816816460938	5.76836139762166	4.17651759516521	1.12769666715011	0.000206436428737117	0.0133753298845363	"Intron (ENSMUST00000190626.6/18191, intron 13 of 18)"	12	89812483	90333443	520961	1	"18191"	"ENSMUST00000110130.3"	3290	"ENSMUSG00000066392"	"Nrxn3"	"neurexin III"
"284"	"chr13"	38832316	38832715	400	"*"	401	"*"	6.16903855113792	6.72875338012142	5.24223405078392	1.09913907506861	0.000207315236262231	0.0133849724369869	"Intron (ENSMUST00000224240.1/ENSMUST00000224240.1, intron 3 of 3)"	13	38932719	38943152	10434	2	"108652"	"ENSMUST00000225396.1"	110437	"ENSMUSG00000021432"	"Slc35b3"	"solute carrier family 35, member B3"
"285"	"chr18"	60968264	60968663	400	"*"	401	"*"	5.16312127987996	5.76188334368081	4.12091249461732	1.15444525646293	0.000208281703309588	0.0134001870592442	"Intron (ENSMUST00000102888.9/12322, intron 13 of 17)"	18	60963600	60985697	22098	1	"12322"	"ENSMUST00000039904.6"	4664	"ENSMUSG00000024617"	"Camk2a"	"calcium/calmodulin-dependent protein kinase II alpha"
"286"	"chr2"	178169455	178169854	400	"*"	401	"*"	6.16385871424486	6.74180845542897	5.18469475475994	1.126120878372	0.000214323897284895	0.013740709722433	"Intron (ENSMUST00000108917.7/74189, intron 1 of 12)"	2	178175349	178336491	161143	1	"74189"	"ENSMUST00000108915.7"	-5495	"ENSMUSG00000027525"	"Phactr3"	"phosphatase and actin regulator 3"
"287"	"chr13"	56890150	56890549	400	"*"	401	"*"	5.57871336190019	6.16923594227192	4.56190338530309	1.14058673444267	0.000215793575295556	0.0137867282112171	"Promoter (2-3kb)"	13	56773764	56888116	114353	2	"26946"	"ENSMUST00000173513.8"	-2034	"ENSMUSG00000021541"	"Trpc7"	"transient receptor potential cation channel, subfamily C, member 7"
"288"	"chr19"	24542352	24542751	400	"*"	401	"*"	5.6723512658008	6.22323422887212	4.770010533856	1.08515182977516	0.000219137099110328	0.0139517286433576	"Intron (ENSMUST00000112673.8/18719, intron 1 of 13)"	19	24435386	24555789	120404	2	"18719"	"ENSMUST00000145829.1"	13038	"ENSMUSG00000024867"	"Pip5k1b"	"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta"
"289"	"chr2"	52750938	52751337	400	"*"	401	"*"	6.08107368100456	6.63997505313954	5.15654614501129	1.09699317180478	0.000220860127933104	0.0140127726843647	"Distal Intergenic"	2	52699502	52742281	42780	2	"56324"	"ENSMUST00000127316.7"	-8657	"ENSMUSG00000055371"	"Stam2"	"signal transducing adaptor molecule (SH3 domain and ITAM motif) 2"
"290"	"chr4"	139238460	139238859	400	"*"	401	"*"	6.72593742881979	7.26087858115808	5.86636782433197	1.05821896287931	0.0002226006217619	0.0140745000021593	"Intron (ENSMUST00000102508.9/12345, intron 1 of 8)"	4	139233383	139291783	58401	1	"12345"	"ENSMUST00000042675.8"	5077	"ENSMUSG00000028745"	"Capzb"	"capping actin protein of muscle Z-line subunit beta"
"291"	"chr10"	109856319	109856718	400	"*"	401	"*"	5.82620360726861	6.39783582152076	4.86547100633246	1.11799412459361	0.000227475467249787	0.0143332995446464	"Intron (ENSMUST00000032719.14/260315, intron 7 of 38)"	10	109683145	109833221	150077	2	"260315"	"ENSMUST00000238286.1"	-23098	"ENSMUSG00000020181"	"Nav3"	"neuron navigator 3"
"292"	"chr1"	36013839	36014238	400	"*"	401	"*"	2.287647425401	0	3.287647425401	-1.10669435128915	0.000228816911952091	0.0143684482792929	"Distal Intergenic"	1	36068400	36106446	38047	1	"50785"	"ENSMUST00000088174.3"	-54162	"ENSMUSG00000045216"	"Hs6st1"	"heparan sulfate 6-O-sulfotransferase 1"
"293"	"chr17"	31265017	31265416	400	"*"	401	"*"	2.35589109182179	0	3.35589109182179	-1.09759992847594	0.000230760697819644	0.0144017999510926	"Intron (ENSMUST00000236379.1/22092, intron 5 of 8)"	17	31255019	31276961	21943	2	"22092"	"ENSMUST00000236379.1"	11545	"ENSMUSG00000024033"	"Rsph1"	"radial spoke head 1 homolog (Chlamydomonas)"
"294"	"chr7"	42692633	42693032	400	"*"	401	"*"	3.7235397785001	1.43720844843767	4.56752672263052	-1.30923500568444	0.000230918912828383	0.0144017999510926	"Promoter (<=1kb)"	7	42660105	42692718	32614	2	"434179"	"ENSMUST00000107992.1"	0	"ENSMUSG00000069727"	"Zfp975"	"zinc finger protein 975"
"295"	"chr2"	73584634	73585033	400	"*"	401	"*"	4.866713376801	5.52816670109534	3.60940898433147	1.22547924662267	0.000233412546728629	0.0145079744298852	"Promoter (<=1kb)"	2	73584850	73589187	4338	1	"102633437"	"ENSMUST00000125413.1"	0	"ENSMUSG00000086382"	"Chrna1os"	"cholinergic receptor nicotinic alpha 1 subunit, opposite strand"
"296"	"chr13"	63954126	63954525	400	"*"	401	"*"	4.88525023685028	5.49993702031895	3.79221616133548	1.17386374526624	0.000235587704843297	0.0145937032297523	"Distal Intergenic"	13	63891381	63899629	8249	1	"76251"	"ENSMUST00000162086.2"	62745	"ENSMUSG00000021470"	"Ercc6l2"	"excision repair cross-complementing rodent repair deficiency, complementation group 6 like 2"
"297"	"chr9"	110720416	110720815	400	"*"	401	"*"	5.5131925410579	6.10189838047465	4.50190389304346	1.14236997901796	0.000238297494812635	0.0147118614979275	"Distal Intergenic"	9	110710044	110711464	1421	1	"72654"	"ENSMUST00000196542.1"	10372	"ENSMUSG00000019659"	"Ccdc12"	"coiled-coil domain containing 12"
"298"	"chr4"	58678551	58678950	400	"*"	401	"*"	5.19544206039588	5.81526211491277	4.08551202474416	1.1798735324691	0.000242638310061387	0.0148456740663329	"Distal Intergenic"	4	58784779	58785722	944	2	"258922"	"ENSMUST00000059608.4"	106772	"ENSMUSG00000043385"	"Or2k2"	"olfactory receptor family 2 subfamily K member 2"
"299"	"chr18"	65270645	65271208	564	"*"	565	"*"	5.89156918329154	6.50614481286618	4.79889812607246	1.18857942258745	0.00024328529454108	0.0148456740663329	"Intron (ENSMUST00000235298.1/225638, intron 6 of 6)"	18	65248861	65248926	66	1	"387231"	"ENSMUST00000083468.1"	21784	"ENSMUSG00000065402"	"Mir122"	"microRNA 122"
"300"	"chr15"	76857141	76857540	400	"*"	401	"*"	6.06637538571545	6.63814645025553	5.10524107174817	1.11262523702009	0.000243334794289363	0.0148456740663329	"Intron (ENSMUST00000080406.6/71591, intron 3 of 3)"	15	76870169	76870985	817	2	"71591"	"ENSMUST00000230524.1"	13445	"ENSMUSG00000022526"	"Zfp251"	"zinc finger protein 251"
"301"	"chr3"	96995825	96996224	400	"*"	401	"*"	6.35374360582932	6.91278161914153	5.4288339353126	1.10709963102689	0.000243874488404686	0.0148456740663329	"Intron (ENSMUST00000199597.1/14613, intron 2 of 3)"	3	97032416	97050873	18458	1	"14613"	"ENSMUST00000132256.7"	-36192	"ENSMUSG00000057123"	"Gja5"	"gap junction protein, alpha 5"
"302"	"chr2"	86063773	86064172	400	"*"	401	"*"	6.13140786201449	6.65721668293214	5.29557492687617	1.03450782868812	0.000246253010658912	0.0148456740663329	"Distal Intergenic"	2	86073992	86077194	3203	1	"258245"	"ENSMUST00000164985.3"	-9820	"ENSMUSG00000099820"	"Or5m9b"	"olfactory receptor family 5 subfamily M member 9B"
"303"	"chr2"	162799519	162799918	400	"*"	401	"*"	4.97046103607039	5.58425128095464	3.88035157741527	1.14830313321092	0.00024679602324232	0.0148456740663329	"Distal Intergenic"	2	162931528	162935208	3681	1	"67996"	"ENSMUST00000193611.5"	-131610	"ENSMUSG00000016921"	"Srsf6"	"serine and arginine-rich splicing factor 6"
"304"	"chr8"	102429362	102429761	400	"*"	401	"*"	3.86969377560981	4.57392043384282	2.43813035530971	1.26283576087236	0.000246910911959405	0.0148456740663329	"Distal Intergenic"	8	102634604	102637319	2716	2	"12552"	"ENSMUST00000210578.1"	207558	"ENSMUSG00000031673"	"Cdh11"	"cadherin 11"
"305"	"chr18"	20801415	20801814	400	"*"	401	"*"	4.75692095948936	5.38041520989029	3.63473728266026	1.18882012455659	0.000246942113341598	0.0148456740663329	"Distal Intergenic"	18	20844669	20856767	12099	2	"75964"	"ENSMUST00000223584.1"	54953	"ENSMUSG00000033382"	"Trappc8"	"trafficking protein particle complex 8"
"306"	"chr13"	103624449	103624848	400	"*"	401	"*"	4.69566903840701	5.3624109782246	3.41819144974847	1.23482088595634	0.000248085282077262	0.0148656592554532	"Intron (ENSMUST00000225130.1/102632492, intron 1 of 3)"	13	103673738	103707619	33882	2	"102632492"	"ENSMUST00000225860.1"	82771	"ENSMUSG00000114206"	"Gm30551"	"predicted gene, 30551"
"307"	"chr8"	65913592	65913991	400	"*"	401	"*"	5.49060357414717	6.05970628099925	4.53716294603115	1.0852036668559	0.000249960970924643	0.0149211306288269	"Intron (ENSMUST00000152320.7/72925, intron 2 of 8)"	8	65967157	66471625	504469	1	"72925"	"ENSMUST00000072482.12"	-53166	"ENSMUSG00000036469"	"Marchf1"	"membrane associated ring-CH-type finger 1"
"308"	"chr14"	68054549	68054948	400	"*"	401	"*"	5.93418525237136	6.57316346137045	4.75882811883665	1.21291978205663	0.000250638538049667	0.0149211306288269	"Distal Intergenic"	14	68083863	68089095	5233	1	"18039"	"ENSMUST00000022639.7"	-28915	"ENSMUSG00000022055"	"Nefl"	"neurofilament, light polypeptide"
"309"	"chr14"	101548862	101549261	400	"*"	401	"*"	5.72351455342692	6.31234850436495	4.7118374758569	1.14296899714888	0.000252641391249568	0.0149916911001686	"Intron (ENSMUST00000161991.7/210789, intron 1 of 18)"	14	101442368	101507326	64959	2	"210789"	"ENSMUST00000159951.7"	-41536	"ENSMUSG00000033083"	"Tbc1d4"	"TBC1 domain family, member 4"
"310"	"chr4"	88440340	88440739	400	"*"	401	"*"	6.71649384622394	7.20724814591884	5.96702043938061	0.993549870021795	0.000256677164191142	0.0151781133631673	"Promoter (1-2kb)"	4	88410341	88438928	28588	2	"66775"	"ENSMUST00000151280.7"	-1412	"ENSMUSG00000028497"	"Hacd4"	"3-hydroxyacyl-CoA dehydratase 4"
"311"	"chr19"	18338524	18338923	400	"*"	401	"*"	6.53503921429048	7.07109379496746	5.67253830778863	1.06032055360933	0.000257438550171522	0.0151781133631673	"Distal Intergenic"	19	18593601	18631718	38118	2	"20409"	"ENSMUST00000138860.1"	292795	"ENSMUSG00000024725"	"Ostf1"	"osteoclast stimulating factor 1"
"312"	"chr4"	116502802	116503201	400	"*"	401	"*"	5.53661065610071	6.09127458483763	4.62386591102885	1.08882327508762	0.000260878951570715	0.0152464492411115	"Distal Intergenic"	4	116507549	116538235	30687	1	"16351"	"ENSMUST00000106479.7"	-4348	"ENSMUSG00000028696"	"Ipp"	"IAP promoted placental gene"
"313"	"chr13"	96168767	96169166	400	"*"	401	"*"	5.75844737131581	6.34258610084057	4.76091586644565	1.1359799527308	0.000262854883718499	0.0152464492411115	"Distal Intergenic"	13	95954594	96132577	177984	2	"75209"	"ENSMUST00000161263.7"	-36190	"ENSMUSG00000051111"	"Sv2c"	"synaptic vesicle glycoprotein 2c"
"314"	"chr19"	49077442	49077841	400	"*"	401	"*"	5.99136322944996	6.53261624792429	5.11506682258873	1.06379016643008	0.000263483661514122	0.0152464492411115	"Distal Intergenic"	19	48704216	48804537	100322	1	"66673"	"ENSMUST00000235967.1"	373226	"ENSMUSG00000063434"	"Sorcs3"	"sortilin-related VPS10 domain containing receptor 3"
"315"	"chr3"	158964214	158964613	400	"*"	401	"*"	6.35575372985993	6.90320140856777	5.46277781605344	1.07070172678869	0.000266182108997683	0.0152464492411115	"Distal Intergenic"	3	159076364	159308081	231718	1	"624759"	"ENSMUST00000197341.1"	-111751	"ENSMUSG00000106053"	"Gm20752"	"predicted gene, 20752"
"316"	"chr10"	94167561	94167960	400	"*"	401	"*"	4.15411572331907	4.802219474809	2.94619787232288	1.20273145926157	0.00026638090398972	0.0152464492411115	"Exon (ENSMUST00000105290.8/22025, exon 7 of 14)"	10	94156286	94195351	39066	1	"22025"	"ENSMUST00000099343.1"	11275	"ENSMUSG00000005897"	"Nr2c1"	"nuclear receptor subfamily 2, group C, member 1"
"317"	"chr12"	108223498	108223897	400	"*"	401	"*"	5.04311173726119	5.7056739415183	3.78160697872264	1.22134690746894	0.000266602677641666	0.0152464492411115	"Intron (ENSMUST00000222310.1/668158, intron 1 of 5)"	12	108199085	108202146	3062	1	"12454"	"ENSMUST00000223363.1"	24413	"ENSMUSG00000021258"	"Ccnk"	"cyclin K"
"318"	"chr10"	11827635	11828034	400	"*"	401	"*"	5.9357783248879	6.49181411680405	5.01923323316854	1.08643289165383	0.00027058047855689	0.0152464492411115	"Exon (ENSMUST00000217771.1/ENSMUST00000217771.1, exon 2 of 2)"	10	11609298	11609591	294	1	"30058"	"ENSMUST00000218003.1"	218337	"ENSMUSG00000048007"	"Timm8a1"	"translocase of inner mitochondrial membrane 8A1"
"319"	"chr3"	10562425	10562824	400	"*"	401	"*"	5.95013302605653	6.50839447594993	5.02739328774736	1.08955297200341	0.000270683346915651	0.0152464492411115	"Distal Intergenic"	3	10417817	10440102	22286	2	"74718"	"ENSMUST00000099223.10"	-122323	"ENSMUSG00000027534"	"Snx16"	"sorting nexin 16"
"320"	"chr1"	161475106	161475505	400	"*"	401	"*"	5.58049083657995	6.14199851318552	4.64865065894764	1.10719813653525	0.000271203471402384	0.0152464492411115	"Distal Intergenic"	1	161494655	161505290	10636	1	"240873"	"ENSMUST00000086084.1"	-19150	"ENSMUSG00000066755"	"Tnfsf18"	"tumor necrosis factor (ligand) superfamily, member 18"
"321"	"chr8"	48637461	48637860	400	"*"	401	"*"	5.80381137770052	6.37785914728422	4.83606869494471	1.10044543408767	0.000272917658899064	0.0152464492411115	"Intron (ENSMUST00000033965.13/23965, intron 2 of 28)"	8	48227926	48674684	446759	2	"23965"	"ENSMUST00000190840.7"	36824	"ENSMUSG00000031561"	"Tenm3"	"teneurin transmembrane protein 3"
"322"	"chr19"	28471173	28471572	400	"*"	401	"*"	5.54770193536941	6.16015145279545	4.46195168227846	1.18181110199656	0.000273832934033465	0.0152464492411115	"Intron (ENSMUST00000162022.7/226075, intron 4 of 10)"	19	28262973	28540420	277448	2	"226075"	"ENSMUST00000161026.1"	68848	"ENSMUSG00000052942"	"Glis3"	"GLIS family zinc finger 3"
"323"	"chr13"	23581495	23582176	682	"*"	683	"*"	3.28255777292345	0.852245947716515	4.14210968004749	-1.28538983237907	0.000274378142967023	0.0152464492411115	"Promoter (<=1kb)"	13	23581598	23582735	1138	1	"319156"	"ENSMUST00000102968.2"	0	"ENSMUSG00000061482"	"H4c4"	"H4 clustered histone 4"
"324"	"chr1"	109114442	109114841	400	"*"	401	"*"	6.29817726767199	6.83990462008787	5.42061300077135	1.07293819546888	0.000275165162755874	0.0152464492411115	"Distal Intergenic"	1	109982431	109995955	13525	1	"241201"	"ENSMUST00000137092.7"	-867590	"ENSMUSG00000026312"	"Cdh7"	"cadherin 7, type 2"
"325"	"chr2"	172900613	172901012	400	"*"	401	"*"	6.26532417975307	6.8085378489291	5.38377715608769	1.07281290811127	0.000275390175491544	0.0152464492411115	"Intron (ENSMUST00000009143.7/12162, intron 2 of 6)"	2	172916118	172940092	23975	2	"12162"	"ENSMUST00000137247.1"	39080	"ENSMUSG00000008999"	"Bmp7"	"bone morphogenetic protein 7"
"326"	"chr6"	31733054	31733453	400	"*"	401	"*"	6.85182672132067	7.37273801508674	6.02850359426907	1.03831105550764	0.00027573533644152	0.0152464492411115	"Intron (ENSMUST00000210190.1/ENSMUST00000210190.1, intron 2 of 2)"	6	31662220	31666131	3912	2	"434003"	"ENSMUST00000130777.1"	-66923	"ENSMUSG00000084973"	"Gm13848"	"predicted gene 13848"
"327"	"chr5"	123335284	123335683	400	"*"	401	"*"	4.91861019326957	5.54886714813205	3.77351339177621	1.18963871200706	0.000276416037637317	0.0152464492411115	"Intron (ENSMUST00000197262.1/ENSMUST00000197262.1, intron 1 of 2)"	5	123343834	123374082	30249	1	"77045"	"ENSMUST00000120593.4"	-8151	"ENSMUSG00000029438"	"Bcl7a"	"B cell CLL/lymphoma 7A"
"328"	"chr10"	3740391	3740790	400	"*"	401	"*"	5.96361647137883	6.55460878426874	4.94537433264891	1.12703611781146	0.000276762569876089	0.0152464492411115	"Promoter (<=1kb)"	10	3740665	3938577	197913	1	"213783"	"ENSMUST00000137111.1"	0	"ENSMUSG00000040624"	"Plekhg1"	"pleckstrin homology domain containing, family G (with RhoGef domain) member 1"
"329"	"chr4"	45507013	45507412	400	"*"	401	"*"	6.06845112551229	6.64372723420744	5.09712609753592	1.11411090489655	0.000277587298724003	0.0152464492411115	"Intron (ENSMUST00000061986.11/230126, intron 1 of 5)"	4	45444706	45492841	48136	2	"230126"	"ENSMUST00000130107.7"	-14172	"ENSMUSG00000044813"	"Shb"	"src homology 2 domain-containing transforming protein B"
"330"	"chr13"	73593265	73593664	400	"*"	401	"*"	6.49344983748832	7.02778135011357	5.63548174422416	1.05241573381334	0.000277882815404933	0.0152464492411115	"Distal Intergenic"	13	73604006	73620605	16600	1	"218335"	"ENSMUST00000022102.8"	-10342	"ENSMUSG00000021610"	"Clptm1l"	"CLPTM1-like"
"331"	"chr1"	80192567	80192966	400	"*"	401	"*"	4.85627071961309	5.57221084033092	3.37207105790193	1.27202923217571	0.000278100028181401	0.0152464492411115	"Distal Intergenic"	1	80198706	80213944	15239	2	"241128"	"ENSMUST00000058748.1"	20978	"ENSMUSG00000043230"	"Fam124b"	"family with sequence similarity 124, member B"
"332"	"chr17"	33951247	33951646	400	"*"	401	"*"	3.88756941757631	1.74940127092743	4.71362520372635	-1.28395385148083	0.000278223063597915	0.0152464492411115	"Promoter (<=1kb)"	17	33949909	33951488	1580	2	"54218"	"ENSMUST00000087543.4"	0	"ENSMUSG00000067370"	"B3galt4"	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"
"333"	"chr8"	92059741	92060140	400	"*"	401	"*"	5.95534743952893	6.560348970574	4.89350413071812	1.16870524940601	0.000278237772540217	0.0152464492411115	"Distal Intergenic"	8	91798525	91802067	3543	2	"16373"	"ENSMUST00000175795.3"	-257674	"ENSMUSG00000031734"	"Irx3"	"Iroquois related homeobox 3"
"334"	"chr15"	61535753	61536152	400	"*"	401	"*"	6.61383202426187	7.14490177801742	5.76439102121944	1.04800387979986	0.000278512713653298	0.0152464492411115	"Exon (ENSMUST00000229194.1/ENSMUST00000229194.1, exon 2 of 2)"	15	61534676	61745184	210509	2	"432956"	"ENSMUST00000229538.1"	209032	"ENSMUSG00000116031"	"D030024E09Rik"	"RIKEN cDNA D030024E09 gene"
"335"	"chr16"	84370850	84371249	400	"*"	401	"*"	5.89585698178558	6.43288271616876	5.03079261207908	1.05153714746658	0.000279149429286603	0.0152464492411115	"Promoter (<=1kb)"	16	84371143	84375505	4363	1	"75247"	"ENSMUST00000231366.1"	0	"ENSMUSG00000116907"	"4930553E22Rik"	"RIKEN cDNA 4930553E22 gene"
"336"	"chr11"	76709801	76710200	400	"*"	401	"*"	4.41663081169867	5.11776218557979	2.99859229987486	1.23111625990171	0.00027938519551775	0.0152464492411115	"Distal Intergenic"	11	76679808	76698664	18857	1	"237858"	"ENSMUST00000062024.2"	29993	"ENSMUSG00000046275"	"Trarg1"	"trafficking regulator of GLUT4 (SLC2A4) 1"
"337"	"chr11"	87583373	87583772	400	"*"	401	"*"	5.76092391495364	6.291246907904	4.91342537093702	1.05041082466827	0.000281684683257335	0.0153263215199006	"Promoter (1-2kb)"	11	87582209	87589041	6833	1	"18952"	"ENSMUST00000133202.2"	1164	"ENSMUSG00000020486"	"Septin4"	"septin 4"
"338"	"chr9"	51747389	51747788	400	"*"	401	"*"	6.88954913397615	7.38514929521386	6.12856300543832	0.994848044982984	0.000289504153790573	0.0156741096543366	"Distal Intergenic"	9	51765337	51790249	24913	1	"244867"	"ENSMUST00000124907.1"	-17549	"ENSMUSG00000053199"	"Arhgap20"	"Rho GTPase activating protein 20"
"339"	"chr2"	150809241	150809640	400	"*"	401	"*"	5.48585050426956	6.04705702021073	4.55485788153974	1.07221536585033	0.000290926739859158	0.0156741096543366	"Intron (ENSMUST00000045441.7/110078, intron 4 of 19)"	2	150815322	150817760	2439	1	"110078"	"ENSMUST00000154366.1"	-5682	"ENSMUSG00000033059"	"Pygb"	"brain glycogen phosphorylase"
"340"	"chr10"	18469234	18470010	777	"*"	778	"*"	3.93575579171891	2.04221250665141	4.72724047732221	-1.29046935602837	0.000291117473414768	0.0156741096543366	"Promoter (<=1kb)"	10	18469888	18473427	3540	1	"215819"	"ENSMUST00000160547.1"	0	"ENSMUSG00000039835"	"Nhsl1"	"NHS like 1"
"341"	"chr1"	104644909	104645308	400	"*"	401	"*"	5.70029950614854	6.2647037936621	4.76027278960432	1.09554073358803	0.000291496040146639	0.0156741096543366	"Distal Intergenic"	1	104768529	104995481	226953	1	"23836"	"ENSMUST00000062528.8"	-123221	"ENSMUSG00000050840"	"Cdh20"	"cadherin 20"
"342"	"chr7"	37501748	37502147	400	"*"	401	"*"	4.87511548500331	5.53285808958911	3.63175558886604	1.21792778487452	0.000295101657428883	0.0158215906158362	"Intron (ENSMUST00000206763.2/243937, intron 1 of 3)"	7	37318024	37568390	250367	2	"243937"	"ENSMUST00000206763.2"	66243	"ENSMUSG00000043456"	"Zfp536"	"zinc finger protein 536"
"343"	"chr4"	6173308	6173707	400	"*"	401	"*"	6.56913991502966	7.05212983855602	5.83784447260407	0.962847846891995	0.000296396214851503	0.0158327222909374	"Distal Intergenic"	4	6191098	6221688	30591	1	"68053"	"ENSMUST00000029907.5"	-17391	"ENSMUSG00000028243"	"Ubxn2b"	"UBX domain protein 2B"
"344"	"chr9"	92265817	92266216	400	"*"	401	"*"	5.91440218875575	6.48527186503839	4.95587303571261	1.09244296270565	0.000298104611390145	0.0158327222909374	"Promoter (<=1kb)"	9	92266295	92271977	5683	1	"22038"	"ENSMUST00000187952.1"	-79	"ENSMUSG00000032369"	"Plscr1"	"phospholipid scramblase 1"
"345"	"chr6"	17828159	17828558	400	"*"	401	"*"	6.04274626745659	6.58945244708887	5.15178086751372	1.06674675757663	0.000299770828037294	0.0158327222909374	"3' UTR"	6	17840537	17848461	7925	1	"64213"	"ENSMUST00000130084.7"	-11979	"ENSMUSG00000029534"	"St7"	"suppression of tumorigenicity 7"
"346"	"chr8"	3579446	3579845	400	"*"	401	"*"	3.68912550472997	1.89859131982685	4.46391046098577	-1.28832733318589	0.000301018681503352	0.0158327222909374	"Promoter (<=1kb)"	8	3579730	3584939	5210	1	"546049"	"ENSMUST00000151633.1"	0	"ENSMUSG00000065952"	"Rps23rg1"	"ribosomal protein S23, retrogene 1"
"347"	"chr9"	64953425	64953824	400	"*"	401	"*"	5.22425397110337	5.76673378705261	4.34467527858616	1.06529547406463	0.000301374343815534	0.0158327222909374	"Promoter (1-2kb)"	9	64922861	64951607	28747	2	"214111"	"ENSMUST00000037798.7"	-1818	"ENSMUSG00000034452"	"Slc24a1"	"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1"
"348"	"chr2"	66768940	66769339	400	"*"	401	"*"	6.08543120856889	6.67309892380491	5.07728499572856	1.12803247304782	0.000301900954791886	0.0158327222909374	"Intron (ENSMUST00000042792.6/20272, intron 1 of 24)"	2	66673425	66784914	111490	2	"20272"	"ENSMUST00000042792.6"	15575	"ENSMUSG00000034810"	"Scn7a"	"sodium channel, voltage-gated, type VII, alpha"
"349"	"chr11"	53771152	53771551	400	"*"	401	"*"	6.91782803946479	7.42204695349317	6.13603823936501	1.00730612357406	0.000302347433712992	0.0158327222909374	"Promoter (<=1kb)"	11	53770509	53773957	3449	1	"16362"	"ENSMUST00000133291.2"	643	"ENSMUSG00000018899"	"Irf1"	"interferon regulatory factor 1"
"350"	"chrX"	91884780	91885179	400	"*"	401	"*"	5.83914595574333	6.37242385471134	4.98393990884705	1.05664337166221	0.000302990803331453	0.0158327222909374	"Distal Intergenic"	20	91931946	91932980	1035	2	"278087"	"ENSMUST00000104922.1"	47801	"ENSMUSG00000078123"	"Gm5071"	"predicted gene 5071"
"351"	"chr17"	29301694	29302093	400	"*"	401	"*"	5.2349789957509	5.80657351775695	4.27435541770939	1.08712246846524	0.000303080580503874	0.0158327222909374	"3' UTR"	17	29298284	29301525	3242	1	"80748"	"ENSMUST00000150874.1"	3410	"ENSMUSG00000052712"	"BC004004"	"cDNA sequence BC004004"
"352"	"chr15"	99973074	99973473	400	"*"	401	"*"	4.84960050620325	5.46702942189732	3.74757291807478	1.13958430343549	0.0003052029029435	0.0158982966715114	"Promoter (<=1kb)"	15	99972158	99973287	1130	2	"70281"	"ENSMUST00000188271.2"	0	NA	"2310068J16Rik"	"RIKEN cDNA 2310068J16 gene"
"353"	"chr5"	115908346	115908745	400	"*"	401	"*"	5.44325724513594	6.06022478547094	4.34274798076466	1.1680664926635	0.000307176724416265	0.0159557858892256	"Promoter (<=1kb)"	5	115907470	115925600	18131	1	"12704"	"ENSMUST00000128702.1"	876	"ENSMUSG00000029516"	"Cit"	"citron"
"354"	"chr11"	117146817	117147216	400	"*"	401	"*"	5.11828497271996	5.76135817045522	3.92843283102223	1.20568887479435	0.000308327410809903	0.0159703147022892	"Exon (ENSMUST00000127090.7/74136, exon 8 of 12)"	11	117155069	117156475	1407	1	"74136"	"ENSMUST00000153437.1"	-7853	"ENSMUSG00000020823"	"Sec14l1"	"SEC14-like lipid binding 1"
"355"	"chr17"	81079782	81080181	400	"*"	401	"*"	3.09902335786523	0	4.06578711880387	-1.0944881646387	0.000310045556836034	0.0160140713525226	"Distal Intergenic"	17	81026332	81065082	38751	2	"72167"	"ENSMUST00000234801.1"	-14700	"ENSMUSG00000024246"	"Thumpd2"	"THUMP domain containing 2"
"356"	"chr6"	91729984	91730383	400	"*"	401	"*"	6.24111282269226	6.76905184437011	5.3997912813837	1.03749160571249	0.000315259204438029	0.016196794007101	"Intron (ENSMUST00000032185.8/21366, intron 5 of 14)"	6	91724959	91745029	20071	1	"21366"	"ENSMUST00000205663.1"	5025	"ENSMUSG00000030096"	"Slc6a6"	"solute carrier family 6 (neurotransmitter transporter, taurine), member 6"
"357"	"chr17"	25243837	25244236	400	"*"	401	"*"	4.83373129996302	5.51962523468377	3.48008396413456	1.2214202830799	0.000316059796631995	0.016196794007101	"Promoter (<=1kb)"	17	25242659	25244033	1375	2	"545192"	"ENSMUST00000182126.1"	0	"ENSMUSG00000047507"	"Baiap3"	"BAI1-associated protein 3"
"358"	"chr1"	125771231	125771630	400	"*"	401	"*"	4.80262638419184	5.4713736199308	3.51740571712672	1.22258652577824	0.000316683703961819	0.016196794007101	"Intron (ENSMUST00000027581.6/71111, intron 1 of 1)"	1	125840003	125873173	33171	1	"71111"	"ENSMUST00000159359.1"	-68373	"ENSMUSG00000026343"	"Gpr39"	"G protein-coupled receptor 39"
"359"	"chr5"	92925061	92925460	400	"*"	401	"*"	3.57355397028203	0.751214613413291	4.46778499445845	-1.24003934439608	0.000317116549331875	0.016196794007101	"Promoter (<=1kb)"	5	92925407	92940455	15049	1	"27428"	"ENSMUST00000172706.1"	0	"ENSMUSG00000029381"	"Shroom3"	"shroom family member 3"
