seqnames	start	end	width	strand	Conc	Conc_fTBTw1	Conc_mDMSOw1	Fold	p.value	FDR
199	chrX	20617446	20617846	401	*	3.89939820677929	4.62994212569064	0.852245947716515	1.24661551875902	0.000133921378118961	0.00982942537088215
200	chrX	152327368	152327768	401	*	4.25402814107504	4.9615674787766	1.5734430263942	1.28210153270033	0.00013795233846395	0.0100746592780223
201	chr16	64851650	64852050	401	*	5.72747899442474	6.28976866304432	4.27154436415882	1.22188369374305	0.000144011802379794	0.0104648576395984
202	chr17	11153419	11153819	401	*	5.89683780037103	4.91873440177829	6.62495084430515	-1.1478233608302	0.000145308809358798	0.010506834007399
203	chr12	12788340	12788740	401	*	4.06039858228444	4.76859238846173	1.37064636430503	1.2722863030807	0.000146468522167837	0.0105385183979479
204	chr5	125183075	125183475	401	*	4.25618865421078	3.05017976803373	5.06797081094888	-1.22817171774555	0.00014772268780846	0.0105766547947567
205	chr3	83980349	83980749	401	*	3.95769589722056	4.69646521446288	0.751214613413291	1.22355017971417	0.00014910838930638	0.0106237908985804
206	chr1	22490345	22490745	401	*	4.02056010685094	2.54737000808481	4.9104904901312	-1.26305477685849	0.000153661961021093	0.0108950805955052
207	chr5	65747055	65747455	401	*	3.55316794736307	4.33981794417912	0	1.04259163752681	0.000155956098847444	0.0110043226075641
208	chr10	59977257	59977657	401	*	3.96424401642236	2.46647702462997	4.8604760281485	-1.26110534612853	0.000158002377808189	0.0110561233524479
209	chr4	124480130	124480530	401	*	4.63776712646188	3.43212479446131	5.44942857559829	-1.23605295779442	0.000158204147655868	0.0110561233524479
210	chr19	11965333	11965733	401	*	5.69070115603393	6.25163032483017	4.24209266820001	1.21530942131349	0.000160489916422541	0.0111624558060364
211	chrX	162832102	162832502	401	*	4.11978161566188	4.8032431205924	1.73907568086818	1.24461012562491	0.000164894406758089	0.0113953040767269
212	chr13	97171358	97171758	401	*	4.6471742702508	3.346840284062	5.48871035318196	-1.23215390934425	0.000165398087379577	0.0113953040767269
213	chr7	41560421	41561099	679	*	4.21686007180342	4.89886979049708	1.85224594771652	1.27429288481847	0.000167744467893005	0.0115027028077241
214	chr10	34019486	34019886	401	*	4.97415304883518	5.58875014713492	3.19733444426761	1.24253054229255	0.000172590096109818	0.0117796773073832
215	chr11	4679972	4680372	401	*	4.06000809649711	4.76331767254418	1.43720844843767	1.25738310038746	0.000173745129589504	0.0118033551757409
216	chrX	135885718	135886118	401	*	4.12795281565942	4.78655849845109	1.99879741677798	1.26972075452179	0.000176493677198793	0.011934567820211
217	chr8	10485691	10486091	401	*	6.04291082881637	5.18876693252418	6.71713824685747	-1.07107346065284	0.000178396464011122	0.012007644024638
218	chrX	134585389	134585789	401	*	3.37704259927338	4.13718062143465	0	1.15772463978725	0.000181008334460174	0.0120830026866249
219	chr6	21949271	21949671	401	*	4.73798717484696	5.37132724498341	2.82276259413814	1.25917465750646	0.000181252019605382	0.0120830026866249
220	chr8	72160922	72161322	401	*	5.10944921704944	5.70863322313761	3.43608158365016	1.25081861332884	0.000181997849586298	0.0120830026866249
221	chrX	140062550	140062950	401	*	4.27450800431605	4.9387397556412	2.09249318618745	1.26434495770991	0.000185425035806931	0.0122378143850771
222	chr15	39081206	39081606	401	*	3.95851691048733	2.36110604327986	4.87896823350978	-1.26541208633548	0.000186528831639344	0.0122378143850771
223	chr2	3512709	3513109	401	*	5.71363178536712	6.28197544818645	4.22455218832187	1.22670312077745	0.000186843256735053	0.0122378143850771
224	chrX	97377094	97377494	401	*	3.55927231988	4.31848823620337	0	1.13952076004699	0.000189604660410741	0.0123632395980325
225	chr3	51156913	51157313	401	*	3.67286956237946	4.42966988601382	0.0352782594676251	1.11240930172289	0.000195027318544825	0.0125346341101877
226	chr9	3439521	3439921	401	*	3.94859779691291	4.6600203192819	1.21268538523035	1.23309347889167	0.000195122608415853	0.0125346341101877
227	chrX	73914869	73915269	401	*	4.44945667891726	5.07873106063543	2.56556001935321	1.26062965719101	0.000197211109667277	0.0125346341101877
228	chr17	17234565	17234965	401	*	5.48568064786923	6.07237173129739	3.89030293018847	1.22233339908312	0.000197859023360179	0.0125346341101877
229	chr15	84064982	84065382	401	*	4.33188067142196	3.07849368238599	5.15892757392258	-1.20865813270195	0.000198013664270369	0.0125346341101877
230	chr9	43162379	43162779	401	*	5.34844792431936	4.34973211733205	6.0848995210401	-1.13215831078669	0.000198402151211644	0.0125346341101877
231	chrX	7574179	7574928	750	*	4.58869968490172	5.17898019940859	2.97141074080873	1.25760726567199	0.00019842266070034	0.0125346341101877
232	chr7	42692632	42693032	401	*	3.95782143586427	4.65319023694936	1.43720844843767	1.25172606902475	0.0001994512446837	0.0125346341101877
233	chrX	7306676	7307076	401	*	5.49611722191373	4.51049611737968	6.22729088967554	-1.13710929904272	0.00019995684976542	0.0125346341101877
234	chr10	81304612	81305012	401	*	3.7393262978565	2.12997318859174	4.66254367018297	-1.24378614078603	0.000203717215119718	0.0127157848035837
235	chr16	84246378	84246778	401	*	3.72149164990577	2.33722813739286	4.58745266990535	-1.23639127435782	0.000205597558203556	0.0127203124160018
236	chr15	63635540	63635940	401	*	5.77567853989881	4.82229608648737	6.4935669983406	-1.11261523450758	0.000208015327647582	0.0127203124160018
237	chr14	48101075	48101475	401	*	4.56137785826122	3.37279256058475	5.3673769775164	-1.17668327040521	0.000208814200608982	0.0127203124160018
238	chr7	41632889	41633672	784	*	5.67983986583319	6.24472055205396	4.2098297936234	1.21448479675987	0.000208821914580582	0.0127203124160018
239	chr7	16869473	16869873	401	*	3.68199057545783	4.40589156660756	0.751214613413291	1.22093358787557	0.000209502183661754	0.0127203124160018
240	chr1	139170449	139170849	401	*	4.85125630860254	3.70019303966437	5.64447996457113	-1.18129765334511	0.000210832706003944	0.0127203124160018
241	chr9	13699005	13699405	401	*	3.37544682223354	4.15194766759078	0	1.03678707479499	0.000211253550781335	0.0127203124160018
242	chr7	118204459	118204859	401	*	3.98093263365686	2.31839094040946	4.91613371962329	-1.2534752050289	0.000211416931592483	0.0127203124160018
243	chr2	33975990	33976390	401	*	5.63905380433863	4.75634169100931	6.32629738043482	-1.06426062749173	0.000211627818505302	0.0127203124160018
244	chr4	47093423	47093823	401	*	4.7049704036023	3.2069013549097	5.60127902877382	-1.24160437801259	0.000215975291626949	0.0128354382199807
245	chr12	56296790	56297190	401	*	5.38465536929933	4.22200497924743	6.18187186252925	-1.19222243238319	0.000216307939810215	0.0128354382199807
246	chrX	7878001	7878401	401	*	3.7946609007442	4.49487059443325	1.21268538523035	1.23628984951354	0.000217478340595382	0.0128354382199807
247	chr8	118847044	118847444	401	*	3.98230286176879	2.53382440182824	4.86575930044656	-1.23605989538371	0.000218238845387062	0.0128354382199807
248	chrX	13846397	13846797	401	*	4.62399274798087	5.18188950443459	3.19155632034643	1.2244569390818	0.000218377675591691	0.0128354382199807
249	chr15	3580770	3581170	401	*	4.0348283489631	2.59368595699438	4.91633576128646	-1.2292313530888	0.000218815837106339	0.0128354382199807
250	chr18	57834282	57834682	401	*	4.16711485878194	2.85873353296471	5.01107335693295	-1.20135888129847	0.00022219120099352	0.0129812987268454
251	chr7	25680645	25681045	401	*	4.00388078012303	4.65463476532441	1.94507931582456	1.24325609329367	0.000223519636112655	0.0130068836855038
252	chr7	72300484	72300884	401	*	4.49602150062807	3.32204546540506	5.29709933422202	-1.18318461493522	0.000227457718559154	0.0131835215764881
253	chrX	151803021	151803716	696	*	4.81991764908438	5.4246313980441	3.11040811392325	1.21179230994012	0.000232321858546043	0.013399246702645
254	chrX	15322474	15322874	401	*	4.29549075994567	4.96257888953934	2.08579699997193	1.24345314315953	0.000234628749470064	0.013399246702645
255	chr6	70844166	70844566	401	*	5.91912360747628	6.47864802563563	4.4780335216517	1.19316426215948	0.000234838207754943	0.013399246702645
256	chr17	17004820	17005220	401	*	5.22404012008887	5.77342625317945	3.83587167382742	1.20356885401308	0.000236959019469022	0.013399246702645
257	chr13	22042943	22043343	401	*	4.49399745118184	5.10926966609459	2.71244712691593	1.2428559777092	0.000237518788188289	0.013399246702645
258	chr1	106283499	106283899	401	*	5.42043210948097	4.35587648375171	6.18243227733658	-1.14894206770105	0.000237980486615375	0.013399246702645
259	chr4	65252186	65252586	401	*	3.73244968989422	4.42796254598836	1.2100507719901	1.1642640166399	0.000238285783846768	0.013399246702645
260	chr2	84678047	84678447	401	*	5.33312597085322	5.90542413628459	3.82190007515555	1.20636733029951	0.000238518700718041	0.013399246702645
261	chr13	13911372	13911772	401	*	3.58945761850881	4.32882457628531	0.370646364305031	1.16665369211975	0.000239491800234451	0.0134023648820858
262	chrX	159568834	159569234	401	*	3.25308950041352	4.03490969088722	0	1.02810601102174	0.000241367468299184	0.0134262403722673
263	chr8	4324964	4325648	685	*	4.65881459743323	5.23783587404243	3.10899462748499	1.21956394904803	0.000241756895652903	0.0134262403722673
264	chr19	45749334	45750054	721	*	4.42335948396559	3.31941627591708	5.1998923354994	-1.18706008656264	0.000244034851370453	0.0135014130269577
265	chr11	76709800	76710200	401	*	4.27371182369437	2.96502417167937	5.11776218557979	-1.19416798860603	0.000247856582672038	0.0136611065905954
266	chr8	92059740	92060140	401	*	5.84210614018481	4.88787684149587	6.560348970574	-1.10973979577209	0.000257018409337688	0.0141128228826551
267	chr7	25268001	25268401	401	*	5.51289837194504	6.10032561122917	3.91305835238964	1.21770377603539	0.000261499430015098	0.0143050961603016
268	chr16	58408187	58408587	401	*	5.94423533942045	6.47116819460087	4.66559253895574	1.14563436572679	0.000262873948050205	0.0143266301687362
269	chr6	30300422	30300822	401	*	3.83332850426938	4.52391836177059	1.37064636430503	1.22522431644436	0.000264611997171182	0.0143639153412169
270	chr15	25773794	25774194	401	*	3.86631104821799	4.57189962999276	1.21268538523035	1.20456229273738	0.000265524930996067	0.0143639153412169
271	chr11	94242735	94243135	401	*	5.97876021656567	5.08737456340752	6.66988210374037	-1.07626787936448	0.000270855987339658	0.0145433833360454
272	chr7	16924134	16924534	401	*	4.87274427907972	5.48230688746251	3.13066214390376	1.20872671591494	0.000271085639029842	0.0145433833360454
273	chr6	48464517	48464917	401	*	4.17151130918478	2.65149111084798	5.07333418466949	-1.22169953997688	0.000271829635132165	0.0145433833360454
274	chr14	99340012	99340412	401	*	3.66799972127635	4.41724728768372	0.227534218861298	1.13401388186443	0.000274719502679138	0.014644354219458
275	chr7	28392648	28393048	401	*	4.17801601379067	4.87634302940522	1.62024076018878	1.20171018889794	0.000276818486243576	0.0146959289129757
276	chr7	13014249	13014649	401	*	4.1889960667267	4.84934469080455	2.04369292681394	1.2276904494656	0.000277699327672279	0.0146959289129757
277	chr6	77607622	77608022	401	*	5.02636295007959	3.83110009041794	5.83458941155419	-1.17035066096107	0.000282085760467148	0.0148255391074043
278	chr1	151755024	151755424	401	*	5.01746776185078	5.59964552476075	3.44910174431828	1.20784691513833	0.000282178547984279	0.0148255391074043
279	chr9	9081869	9082269	401	*	4.44621099502817	3.23714331070149	5.25899883736999	-1.16583942412228	0.000284029576550447	0.0148290695877572
280	chrX	99427877	99428277	401	*	5.68847718505349	4.70269069204871	6.41971793423653	-1.12392203402441	0.000284276289509243	0.0148290695877572
281	chrX	73921771	73922171	401	*	3.18367742852322	3.96422727472972	0	1.02436596566666	0.000290075304711217	0.015077722066235
282	chr1	118647995	118648395	401	*	3.48511769053359	4.21925385123279	0.370646364305031	1.14744299185754	0.000303487617638946	0.0157189366781363
283	chr7	111224617	111225017	401	*	5.64025043134293	4.69391441493301	6.35517875061281	-1.09328129663551	0.00030699381130312	0.0158443519713546
284	chr6	8259061	8259461	401	*	4.95898704432601	5.56583564628358	3.23524046504506	1.19279260743889	0.000313058188987149	0.016100450381501
285	chrX	166510041	166510744	704	*	4.54500614124932	5.12780368693884	2.97296558631386	1.19058329695869	0.000316113198967581	0.0161763572433787
286	chr7	113959620	113960020	401	*	4.75746010460417	3.79108964211405	5.48075127455984	-1.10649710058673	0.000316749155936348	0.0161763572433787
287	chr17	24251292	24251692	401	*	4.63407979694539	5.22783125992707	2.9952285335605	1.1978565973879	0.000321641928149669	0.0163689965245786
288	chrX	7947725	7948125	401	*	5.01482383974049	5.61876179061397	3.31044821565441	1.20597276487166	0.000326780503966472	0.0165727640310218
289	chr1	9545096	9545496	401	*	5.059801311771	5.64576429506534	3.46882130153493	1.1839571771652	0.000327979701819711	0.0165760260372965
290	chr7	4866068	4866468	401	*	4.70558285928117	5.31042396247075	2.9952285335605	1.20074947165603	0.000331537820302874	0.0166980738046337
291	chrX	20920784	20921184	401	*	4.13068153588987	4.80367933192194	1.86179508716782	1.20863015051903	0.000336450841354362	0.0168872886213808
292	chr15	100393183	100393583	401	*	5.65856020425963	4.82688745640603	6.3222814284413	-1.03904734199111	0.00033783016012119	0.0168975117931681
293	chr8	4249080	4249480	401	*	3.81263894223455	4.508432367854	1.28675477454811	1.18444506987865	0.000338968297644683	0.0168975117931681
294	chr17	7207856	7208256	401	*	3.76630277285362	1.98711121122828	4.72597737636259	-1.20607658445295	0.000346289712113123	0.0171528233651935
295	chrX	56346160	56346560	401	*	4.13713570462736	4.79180895369463	2.04369292681394	1.20604023041816	0.000346438648003018	0.0171528233651935
296	chr7	16615098	16615498	401	*	5.47280347839963	6.06170592884967	3.86397261208078	1.18262907681808	0.000350552353055535	0.0172408606661038
297	chrX	122397256	122397656	401	*	4.55560191899097	5.20518954110827	2.50693322963809	1.20458900338302	0.000350577544696209	0.0172408606661038
298	chr13	12257724	12258428	705	*	5.03258986600231	5.60271909173498	3.53356021210295	1.17528479503578	0.000353462212123191	0.0173243928532595
299	chr3	41742348	41743035	688	*	5.0553171164909	5.61491313276064	3.61384495132477	1.1473578712745	0.000355192091300789	0.0173509554700312
300	chr11	61579366	61579766	401	*	4.21093234849875	3.14749217795008	4.97251297591569	-1.1333723365463	0.000358364643959189	0.0174475799655597
301	chr6	67037257	67037657	401	*	5.5457913263842	6.08636150852966	4.20182805974203	1.1546250384143	0.000360958758169625	0.0174780696166295
302	chr19	29127053	29127453	401	*	4.33452779547244	3.10547523360437	5.15381719768861	-1.1542174090759	0.000362016507629169	0.0174780696166295
303	chr9	8017670	8018070	401	*	3.79177999206489	2.36985285842277	4.66812240497999	-1.19114459176351	0.000362580795141636	0.0174780696166295
304	chr2	172900612	172901012	401	*	6.18420130195867	5.43242928191772	6.8085378489291	-0.989768011535149	0.000364153637486456	0.0174961448326552
305	chr7	108943934	108944334	401	*	4.38740302143498	3.30703651595829	5.1553022232022	-1.13574681070767	0.000366550479996105	0.0175535616748299
306	chr4	136961561	136961961	401	*	4.06750735382136	2.78038292269116	4.90502873142039	-1.18676627099785	0.000368304510391716	0.0175799205188935
307	chrX	121232385	121232785	401	*	4.1492173090048	4.80523301774473	2.04369292681394	1.1984118193526	0.000374321317528786	0.0178089158430796
308	chr11	22972996	22973396	401	*	4.39111429516459	3.1660494142795	5.20911591959051	-1.18415092903815	0.000383892188658641	0.0181688628751916
309	chr2	178169454	178169854	401	*	6.08639864994686	5.27214477431475	6.74180845542897	-1.01585517533135	0.000385167033716758	0.0181688628751916
310	chr7	91755104	91755504	401	*	6.18817955998432	5.42458957295053	6.81854927729339	-0.994419139594633	0.000385618751972435	0.0181688628751916
311	chr13	14063398	14063798	401	*	5.63729426020391	6.17537656850539	4.30551691358364	1.1418180361584	0.000388053251546431	0.0182247774665182
312	chr13	34994009	34994409	401	*	4.04275184121736	4.71291268853563	1.80261449770236	1.19350654581185	0.000391522953912627	0.01827414970304
313	chrX	7762403	7762803	401	*	3.83976828708592	4.56697922143609	0.852245947716515	1.12641413522446	0.000392312743322572	0.01827414970304
314	chr11	4186501	4186901	401	*	4.57342789076778	5.16917267430184	2.92202255769787	1.19158261238766	0.000392857935557618	0.01827414970304
315	chr5	147304174	147304574	401	*	3.43569214199754	4.10439878929301	1.2100507719901	1.13704312602391	0.000394357717158572	0.0182856787835495
316	chrX	12587501	12587901	401	*	4.28727094013475	4.93551284323272	2.25019537714818	1.19278575103299	0.000396276015626169	0.0183164793804931
317	chr2	166896427	166896827	401	*	4.0776375700744	2.97189565586514	4.85482122617988	-1.12686814413739	0.000402955259298065	0.0185664495814118
318	chr13	29859686	29860086	401	*	4.36186248058104	3.10164706823999	5.19105541285391	-1.14482571699145	0.000404442151015262	0.0185763586721035
319	chr6	148358429	148358829	401	*	3.41201829187552	1.99101247209401	4.28811085755191	-1.18339110236451	0.000407569272828507	0.0186288758563103
320	chr7	30559560	30559960	401	*	4.0308717476058	4.68981642617675	1.89859131982685	1.17379041186696	0.000408136401069376	0.0186288758563103
321	chr9	7999625	8000025	401	*	3.60302089469129	4.32207990369589	0.751214613413291	1.14557545870427	0.000410644123922032	0.0186524745101719
322	chr7	16601679	16602079	401	*	3.18509409360183	3.96567049401274	0	0.977616710280723	0.000412968596074112	0.0186524745101719
323	chr8	57580993	57581393	401	*	4.21008688934631	2.92617033734596	5.04662605464899	-1.15272317977689	0.000414514360468402	0.0186524745101719
324	chr6	47813363	47813763	401	*	5.27017412803992	5.84497846850335	3.74470288574817	1.17235346484896	0.000414687500613828	0.0186524745101719
325	chr3	121722814	121723214	401	*	4.59933998231603	3.3699334952708	5.41874345346621	-1.14045205906473	0.000415061891688202	0.0186524745101719
326	chr18	46230743	46231143	401	*	5.07168764299908	4.20379824688389	5.7522245818665	-1.03395541084078	0.000417191831292838	0.0186524745101719
327	chr3	66419952	66420352	401	*	4.79390793394326	3.89473467906699	5.48848339450475	-1.06123772211041	0.000420647416308784	0.0186524745101719
328	chr14	35901647	35902047	401	*	4.68814991372853	3.50947076289602	5.49081932067317	-1.13272172119842	0.00042330572769505	0.0186524745101719
329	chr8	102429361	102429761	401	*	3.70858369365814	2.3265455227481	4.57392043384282	-1.1659297144134	0.000423323464017404	0.0186524745101719
330	chr1	99925056	99925456	401	*	4.35955653821676	3.10789902951844	5.18605777857143	-1.14133887810253	0.000423428924869094	0.0186524745101719
331	chrX	13280779	13281179	401	*	3.21091784089272	3.98364644240235	0	0.984459592830991	0.000423968481846722	0.0186524745101719
332	chr5	25533245	25533645	401	*	3.46873006405422	4.1407277255953	1.2100507719901	1.12732613926738	0.000423977922591886	0.0186524745101719
333	chr2	58131455	58131855	401	*	4.7129256046638	3.58925796610024	5.49653518382244	-1.10576395664522	0.0004293891567416	0.0188338078779814
334	chr9	101036013	101036413	401	*	4.34683573470935	3.0262807818347	5.1944255332545	-1.1667032504528	0.000431917306992645	0.0188879766045945
335	chr18	78230997	78231397	401	*	3.86912091280125	2.27027942589101	4.78990508346437	-1.18027185590914	0.000433261516613467	0.0188902021243472
336	chr8	3567645	3568045	401	*	3.4293268514964	4.18392161413945	0	1.04141449986821	0.000437614934900734	0.0189788249892893
337	chr7	118964902	118965493	592	*	3.67355730669602	2.24998904117781	4.55034426922902	-1.16750540427897	0.000437892922182013	0.0189788249892893
338	chr9	64535367	64535767	401	*	4.45937535305392	3.27484350331295	5.26401569481397	-1.12845058436567	0.000441384413837338	0.0190735525103792
339	chr11	4484513	4484913	401	*	5.1582307512675	4.26644090267278	5.8495325503831	-1.04898395792139	0.000453296568541718	0.0195305300298535
340	chr13	82005460	82005860	401	*	3.98797402846835	2.56303630876085	4.86513145708325	-1.17128123143575	0.000455535319339081	0.0195692613949018
341	chrX	85776210	85776963	754	*	5.45173066439006	6.01127552184619	4.01053151764635	1.14014193247215	0.000457905115032688	0.0196133786221919
342	chr9	18447908	18448308	401	*	3.4309801616734	1.8208828669901	4.3543689701485	-1.17699462726023	0.000463105740470926	0.019752327249826
343	chr16	49173324	49173724	401	*	4.84391801037976	3.65203042805318	5.65102034548907	-1.13675713133487	0.000465260430374946	0.019752327249826
344	chr7	37150696	37151096	401	*	5.13432139411939	4.22915894749991	5.83153465881153	-1.04707294448124	0.000465458277662533	0.019752327249826
345	chr10	94167560	94167960	401	*	4.06535386645552	3.06560380067496	4.802219474809	-1.11104485540857	0.000466558462357249	0.019752327249826
346	chr12	17992581	17992981	401	*	4.92779939138691	5.54865850204481	3.10639703365015	1.1710266654119	0.000471421921870222	0.019867579461042
347	chr4	143287762	143288162	401	*	3.99973770231082	2.78263537015755	4.8151537663795	-1.15593860459767	0.000472001237366943	0.019867579461042
348	chrX	140956356	140957012	657	*	4.41172950875965	5.00589183477168	2.77030093988666	1.17283836525084	0.000476314501243605	0.0199783976551733
349	chr16	33722983	33723383	401	*	4.15969956885609	2.90243808233396	4.9879657824856	-1.14988608893152	0.000477369627663665	0.0199783976551733
350	chrX	36807811	36808211	401	*	3.7521873374328	4.42960603506587	1.43720844843767	1.16893572672025	0.000479774242352755	0.0199821394481372
351	chr8	57487689	57488089	401	*	4.43336549988043	5.05946039343983	2.5734430263942	1.16366966329977	0.000480195190079157	0.0199821394481372
352	chr13	13490041	13490441	401	*	3.86743883980375	2.40191384030782	4.75537607044066	-1.1626707664386	0.000483521689076235	0.0200073742691536
353	chr15	99973073	99973473	401	*	4.75798847716208	3.82552315081925	5.46702942189732	-1.05342338292854	0.00048354122394983	0.0200073742691536
354	chr4	148896936	148897336	401	*	4.18592704619988	3.00208327529513	4.99033622683269	-1.13200605854487	0.000485578430729044	0.0200349111842611
355	chr15	50420907	50421307	401	*	6.47251695619085	5.76445021961592	7.07387767114279	-0.953112441604388	0.000488044884080527	0.0200799537376906
356	chrX	52912053	52912453	401	*	3.65692997283592	4.34467834249514	1.2275342188613	1.16560005080463	0.00049492191096941	0.0203057006506157
357	chr12	103550020	103550420	401	*	4.22804591742168	2.89288376651583	5.07994082501546	-1.14015515789936	0.000505775422712985	0.0205992794077902
358	chr4	26346598	26346998	401	*	5.12993392265313	5.70268067323757	3.61617035024367	1.1455284863347	0.000507548128439642	0.0205992794077902
359	chr11	106974213	106974613	401	*	4.76567942517074	3.80081533710496	5.48834750141311	-1.07393147762798	0.000508300229317081	0.0205992794077902
360	chrX	152336583	152336983	401	*	4.0120124119705	4.67408316762904	1.85055532029762	1.14799421170214	0.00051002009116553	0.0205992794077902
361	chrX	23692757	23693157	401	*	4.99468740215246	5.55231660592791	3.56366756566517	1.13820665580866	0.000510056555464841	0.0205992794077902
362	chr1	6729217	6729617	401	*	3.53415506722806	4.2124308229246	1.2100507719901	1.09341064854865	0.00051053944581816	0.0205992794077902
363	chr10	69398825	69399225	401	*	4.08917383287657	2.8671727039947	4.90618284727095	-1.11886825647046	0.000512783828697411	0.0206328391238413
364	chr7	17055960	17056360	401	*	4.8088996965612	5.31481443041492	3.62437269107641	1.09945324933933	0.000516711393749119	0.0207337544425814
365	chr17	54963016	54963416	401	*	6.07013911406858	5.34920337814725	6.6783758261397	-0.958196916300787	0.000518322367101378	0.0207414150517335
366	chrX	13041727	13042127	401	*	4.36239591024778	5.02727347898933	2.17417404260388	1.16184903543557	0.000521559575454518	0.0208139321286576
367	chr10	102018878	102019278	401	*	4.83495940541007	3.59555153232869	5.65757105279466	-1.13981666023876	0.000524559595101155	0.0208517559309396
368	chr14	61556771	61557171	401	*	3.63684666755373	4.33072225773043	1.13460641618662	1.14646989808714	0.000525362603216882	0.0208517559309396
369	chr17	17063799	17064199	401	*	5.30922387996345	5.83872808483431	4.01853540319335	1.12201129036144	0.000526860547988567	0.0208545397396233
370	chrX	7318797	7319521	725	*	4.33092384939269	4.88895542516241	2.8977729769765	1.16120630375497	0.000528300889740761	0.0208550345825772
371	chr6	128994358	128994758	401	*	3.74545605690968	4.44180171157264	1.21268538523035	1.13236568831725	0.000530158196620632	0.0208551689158872
372	chrX	152232649	152233049	401	*	3.39326556427318	4.05762240719421	1.2100507719901	1.10792684230372	0.00053115999155895	0.0208551689158872
373	chr2	168526824	168527224	401	*	4.08755523904278	2.76795328594826	4.93486219750783	-1.1441596321556	0.00053639510220653	0.0210042543239372
374	chr11	5411646	5412046	401	*	3.97228757754388	4.58478816719425	2.2100507719901	1.15188458335327	0.000540863693110062	0.0210570930142775
375	chr17	23695808	23696208	401	*	3.40814078421585	4.13815470345812	0.370646364305031	1.09137573979812	0.000541170430040307	0.0210570930142775
376	chr3	9520037	9520437	401	*	4.01030224824246	4.68234007008398	1.75121461341329	1.15753583613925	0.000542069490166256	0.0210570930142775
377	chrX	113185103	113185749	647	*	3.53694379838396	4.1925680679844	1.43495383799948	1.13166191206935	0.000547940100003271	0.0211949066346054
378	chr12	118529923	118530323	401	*	4.74653641872835	5.33594489855353	3.13460641618662	1.13294887250883	0.00054851942406414	0.0211949066346054
379	chrX	7841479	7841879	401	*	4.50034689571521	5.10031770582067	2.82190007515555	1.15398918246742	0.000554689867583114	0.0212623903532211
380	chr17	26953685	26954085	401	*	4.01658269718011	2.66332527864278	4.8737332001525	-1.14091077176972	0.0005558056599106	0.0212623903532211
381	chr4	116123564	116123964	401	*	3.50544587274418	4.23362690819919	0.500834499250778	1.07703615440624	0.00055597153045623	0.0212623903532211
382	chr7	30598773	30599173	401	*	3.57726788289176	4.30939600501414	0.500834499250778	1.07338038841587	0.000557565204368655	0.0212623903532211
383	chr4	54932670	54933070	401	*	3.19720438852781	3.97800670550135	0	0.937584386972607	0.000558185506076469	0.0212623903532211
384	chrX	150588032	150588733	702	*	3.9268939054185	4.58604963421057	1.79266411709621	1.15388232615694	0.000559000266714836	0.0212623903532211
385	chr5	30766422	30766822	401	*	4.94544734371392	4.02431118910926	5.64961936173433	-1.03448046588233	0.000562452625305786	0.0213381377797826
386	chr4	44448464	44448864	401	*	4.35648096121593	3.2919687197525	5.11846481990036	-1.09733498855983	0.000564971036321779	0.0213781527370878
387	chr7	41783794	41784194	401	*	4.14072534996559	2.92935011929156	4.95427000571618	-1.12150375953914	0.000576782577660163	0.0217686985253342
388	chrX	137570594	137571396	803	*	3.92127665486174	4.48322811983553	2.46716733783487	1.15060329450245	0.000584446248793285	0.0220010873965843
389	chrX	99522259	99522659	401	*	3.55189984449571	4.2826574414046	0.500834499250778	1.0605730499014	0.000589786228544142	0.0221450325298605
390	chr1	188631005	188631405	401	*	3.91688528231984	2.65122710938598	4.74777923048156	-1.11750430494801	0.000594888827040171	0.0222793492506378
391	chr16	89700872	89701272	401	*	4.12988308804637	3.04585080027367	4.89913737430005	-1.09284720290309	0.000601446882802626	0.0224673482614198
392	chrX	135087092	135087492	401	*	4.37531697522674	5.011706384007	2.43608158365016	1.14867869651422	0.000607614689016705	0.0226227053337153
393	chr5	114044579	114044979	401	*	5.67063255600677	4.95785306309331	6.27452225989247	-0.935693666895074	0.000608703491452152	0.0226227053337153
394	chr5	115908345	115908745	401	*	5.34476797501459	4.39717749588828	6.06022478547094	-1.04477752941058	0.000614228253277998	0.0227700961100976
395	chr2	13489450	13489850	401	*	3.13871982996282	3.87227945146469	0.0352782594676251	1.04007608263474	0.000617602479702792	0.0228372197937696
396	chr9	74845963	74846363	401	*	5.2138227981951	4.25288568108104	5.93486219750783	-1.05416563898255	0.000627873814536148	0.0231583963007954
397	chr14	26317737	26318137	401	*	3.59036967316462	2.16097217041863	4.4687304755632	-1.14379814954733	0.000630172317564673	0.0231846268774549
398	chrX	94366690	94367090	401	*	4.23343346923857	4.84159733558418	2.50083449925078	1.13591091780698	0.00063375523695576	0.0232080254158457
399	chr14	59737107	59737507	401	*	3.3161525072394	4.06635537831576	0	1.01318459697145	0.000633986179715351	0.0232080254158457
400	chr4	136176943	136177343	401	*	6.51202153219969	5.87649137883157	7.07279618005914	-0.891720489146347	0.000638237092513818	0.0233052274331421
401	chr7	13031075	13031728	654	*	2.31785590564842	3.12521082770603	0	0.904900025625837	0.000644920805984389	0.0234650296586473
402	chr19	8802209	8802927	719	*	4.69204071809587	5.22197899571946	3.39930670573322	1.11476251101371	0.000645927931796275	0.0234650296586473
403	chr12	3235162	3235562	401	*	4.67121723495023	5.25279517448061	3.10639703365015	1.11705306948834	0.000647433037959392	0.0234650296586473
